,geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
3061,SE,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","5838,91128",,,"5838,91128","5838,91128"
3062,SE,2004,R5300,Biogases,TJ,,"221,93280000000001","221,93280000000001","1034,013996","0,0",,"1034,013996","0,0","0,0","451,462644",,,"451,462644","1707,4094400000001"
3063,SE,2004,RA000,Renewables and biofuels,TJ,,"275681,71800000005","275681,71800000005",,,"296674,17778800003","296674,17778800003",,,,"11799,281628000002","20062,601316","11799,281628000002","584155,177416"
3064,SE,2004,TOTAL,Total,TJ,"538484,4",,"538484,4",,,"636231,319632","636231,319632",,,,"310788,969156","319052,2888440001","310788,969156","1485504,6887879998"
3065,SE,2004,W6210,Renewable municipal waste,TJ,,"1773,7344","1773,7344","7230,980412000001","0,0",,"7230,980412000001",,,,,,,"9004,714812"
3066,SE,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"24652,52280000001","24652,52280000001","92684,991924","191493,011376",,"284178,00330000004",,,,,,,"308830,5261"
3067,SE,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","6400,319292",,,"6400,319292","6400,319292"
3068,SE,2005,R5300,Biogases,TJ,,"192,2868","192,2868","865,9977120000001","0,0",,"865,9977120000001","0,0","0,0","560,528784",,,"560,528784","1618,813296"
3069,SE,2005,RA000,Renewables and biofuels,TJ,,"276635,844","276635,844",,,"321485,90821200004","321485,90821200004",,,,"12154,573476000001","19945,161576000002","12154,573476000001","610276,3256880001"
3070,SE,2005,TOTAL,Total,TJ,"543498,7356",,"543498,7356",,,"633604,1445","633604,1445",,,,"294592,710168","302383,2564","294592,710168","1471695,5902680003"
3071,SE,2005,W6210,Renewable municipal waste,TJ,,"1884,9600000000003","1884,9600000000003","8576,994744000001","0,0",,"8576,994744000001",,,,,,,"10461,954744"
3072,SE,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"27011,404800000008","27011,404800000008","93058,998768","203935,00867200003",,"296994,00744",,,,,,,"324005,41224"
3073,SE,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","8962,47342",,,"8962,47342","8962,47342"
3074,SE,2006,R5300,Biogases,TJ,,"166,6368","166,6368","960,9962040000004","0,0",,"960,9962040000004","0,0","0,0","828,1490400000001",,,"828,1490400000001","1955,7820440000003"
3075,SE,2006,RA000,Renewables and biofuels,TJ,,"278363,1924","278363,1924",,,"340350,20550000004","340350,20550000004",,,,"15107,858460000001","23083,62872400001","15107,858460000001","633821,25636"
3076,SE,2006,TOTAL,Total,TJ,"537562,17",,"537562,17",,,"628170,850404","628170,850404",,,,"299424,696048","307400,50818","299424,696048","1465157,716452"
3077,SE,2006,W6210,Renewable municipal waste,TJ,,"2043,284400000001","2043,284400000001","8645,993208","0,0",,"8645,993208",,,,,,,"10689,277608"
3078,SE,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"30585,600000000002","30585,600000000002","88070,00788800001","210967,995312",,"299038,0032",,,,,,,"329623,6032"
3079,SE,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","11935,394496",,,"11935,394496","11935,394496"
3080,SE,2007,R5300,Biogases,TJ,,"230,4","230,4","1470,9903120000001","0,0",,"1470,9903120000001","0,0","0,0","992,522808",,,"992,522808","2693,9131199999997"
3081,SE,2007,RA000,Renewables and biofuels,TJ,,"287595,00720000005","287595,00720000005",,,"355128,479064","355128,479064",,,,"18294,934356","26345,439000000002","18294,934356","661018,4206200001"
3082,SE,2007,TOTAL,Total,TJ,"540487,6092",,"540487,6092",,,"632450,555496","632450,555496",,,,"304798,53758400003","312849,042228","304798,53758400003","1477736,7022799999"
3083,SE,2007,W6210,Renewable municipal waste,TJ,,"3992,3999999999996","3992,3999999999996","15539,015124","0,0",,"15539,015124",,,,,,,"19531,415124"
3084,SE,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"32155,185599999997","32155,185599999997","91228,99035600001","202785,98328000001",,"294014,973636",,,,,,,"326170,159236"
3085,SE,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","14399,075088000001",,,"14399,075088000001","14399,075088000001"
3086,SE,2008,R5300,Biogases,TJ,,"109,0512","109,0512","787,9976280000001","2439,983304",,"3227,9809320000004","0,0","0,0","1178,207388",,,"1178,207388","4515,23952"
3087,SE,2008,RA000,Renewables and biofuels,TJ,,"285916,27320000005","285916,27320000005",,,"355811,764824","355811,764824",,,,"19999,08756","26631,816120000003","19999,08756","661727,125584"
3088,SE,2008,TOTAL,Total,TJ,"532565,3556",,"532565,3556",,,"617815,763568","617815,763568",,,,"299721,79137600004","306354,519936","299721,79137600004","1450102,910544"
3089,SE,2008,W6210,Renewable municipal waste,TJ,,"4567,3416","4567,3416","17786,99178","0,0",,"17786,99178",,,,,,,"22354,333379999996"
3090,SE,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"36370,62","36370,62","87995,985264","209592,00349200002",,"297587,988756",,,,,,,"333958,608756"
3091,SE,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","15052,425228000002",,,"15052,425228000002","15052,425228000002"
3092,SE,2009,R5300,Biogases,TJ,,"122,4","122,4","656,992656","2757,0078",,"3414,000456","0,0","0,0","1498,24638",,,"1498,24638","5034,646836"
3093,SE,2009,RA000,Renewables and biofuels,TJ,,"296307,6732","296307,6732",,,"366354,713376","366354,713376",,,,"21220,795800000004","28226,065824","21220,795800000004","683883,1823760001"
3094,SE,2009,TOTAL,Total,TJ,"508663,3968000001",,"508663,3968000001",,,"597731,474628","597731,474628",,,,"294694,15633200004","301699,38448799995","294694,15633200004","1401089,0277600002"
3095,SE,2009,W6210,Renewable municipal waste,TJ,,"3774,4559999999997","3774,4559999999997","18814,01382","0,0",,"18814,01382",,,,,,,"22588,469820000002"
3096,SE,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"36936,0","36936,0","109500,018084","218181,0143520001",,"327681,03243600007",,,,,,,"364617,0324360001"
3097,SE,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","15931,234548000002",,,"15931,234548000002","15931,234548000002"
3098,SE,2010,R5300,Biogases,TJ,,"131,04","131,04","731,0152800000001","2757,0078",,"3488,0230800000004","0,0","0,0","2065,4321760000003",,,"2065,4321760000003","5684,495256000001"
3099,SE,2010,RA000,Renewables and biofuels,TJ,,"302192,8236","302192,8236",,,"398186,953776","398186,953776",,,,"22642,926156","29612,315304000003","22642,926156","723022,7035319998"
3100,SE,2010,TOTAL,Total,TJ,"541882,8",,"541882,8",,,"673548,93792","673548,93792",,,,"300637,528272","307606,875552","300637,528272","1516069,2661920004"
3101,SE,2010,W6210,Renewable municipal waste,TJ,,"6175,8","6175,8","19905,010164","0,0",,"19905,010164",,,,,,,"26080,810164000002"
3102,SE,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"34707,6","34707,6","83564,00625600001","227671,987536",,"311235,993792",,,,,,,"345943,593792"
3103,SE,2011,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","16401,914604",,,"16401,914604","16401,914604"
3104,SE,2011,R5300,Biogases,TJ,,"118,8","118,8","681,9878520000001","1053,985032",,"1735,972884","0,0","0,0","2535,8610240000007",,,"2535,8610240000007","4390,633908000001"
3105,SE,2011,RA000,Renewables and biofuels,TJ,,"307050,966","307050,966",,,"381586,50111600006","381586,50111600006",,,,"24474,065004","36446,34520800001","24474,065004","713111,53212"
3106,SE,2011,TOTAL,Total,TJ,"514980,00000000006",,"514980,00000000006",,,"634399,4271600001","634399,4271600001",,,,"296987,47603200004","305291,910096","296987,47603200004","1446366,903192"
3107,SE,2011,W6210,Renewable municipal waste,TJ,,"6696,0","6696,0","19448,983908000002","0,0",,"19448,983908000002",,,,,,,"26144,983908"
3108,SE,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"37825,200000000004","37825,200000000004","101728,98234000002","229887,014076",,"331615,996416",,,,,,,"369441,196416"
3109,SE,2012,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","18899,2152",,,"18899,2152","18899,2152"
3110,SE,2012,R5300,Biogases,TJ,,"72,0","72,0","468,00050400000003","1341,9950040000003",,"1809,9955080000004","0,0","0,0","2740,1768640000005",,,"2740,1768640000005","4622,172372000001"
3111,SE,2012,RA000,Renewables and biofuels,TJ,,"316054,0872","316054,0872",,,"406192,073508","406192,073508",,,,"27029,855196","40464,207828","27029,855196","749276,0159040001"
3112,SE,2012,TOTAL,Total,TJ,"528703,2000000001",,"528703,2000000001",,,"647375,7020040001","647375,7020040001",,,,"285627,640932","293713,314696","285627,640932","1461706,5429360003"
3113,SE,2012,W6210,Renewable municipal waste,TJ,,"5983,2","5983,2","21320,985924000004","0,0",,"21320,985924000004",,,,,,,"27304,185924000005"
3114,SE,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"34592,4","34592,4","98534,998224","220738,01871599996",,"319273,01694",,,,,,,"353865,41693999997"
3115,SE,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","22685,045364",,,"22685,045364","22685,045364"
3116,SE,2013,R5300,Biogases,TJ,,"72,0","72,0","558,016704","1504,987128",,"2063,0038320000003","0,0","0,0","2360,141028",,,"2360,141028","4495,14486"
3117,SE,2013,RA000,Renewables and biofuels,TJ,,"317888,7335999999","317888,7335999999",,,"395644,85442000005","395644,85442000005",,,,"30947,904504000002","44543,951352000004","30947,904504000002","744481,492524"
3118,SE,2013,TOTAL,Total,TJ,"514905,4548",,"514905,4548",,,"622612,6221960001","622612,6221960001",,,,"281992,577436","290846,69647200004","281992,577436","1419510,6544320001"
3119,SE,2013,W6210,Renewable municipal waste,TJ,,"6127,2","6127,2","22550,984028","0,0",,"22550,984028",,,,,,,"28678,184027999996"
3120,SE,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"32425,200000000004","32425,200000000004","95368,98193200001","217123,009992",,"312491,99192400003",,,,,,,"344917,19192400004"
3121,SE,2014,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","29449,197576",,,"29449,197576","29449,197576"
3122,SE,2014,R5300,Biogases,TJ,,"50,4","50,4","369,987516","1728,0179640000001",,"2098,0054800000003","0,0","0,0","2831,74218",,,"2831,74218","4980,1476600000005"
3123,SE,2014,RA000,Renewables and biofuels,TJ,,"313891,05600000004","313891,05600000004",,,"389951,01576","389951,01576",,,,"37908,58510800001","54741,112092","37908,58510800001","741750,656868"
3124,SE,2014,TOTAL,Total,TJ,"496553,5476",,"496553,5476",,,"604006,315524","604006,315524",,,,"282255,55034400005","290696,976504","282255,55034400005","1382815,4134680002"
3125,SE,2014,W6210,Renewable municipal waste,TJ,,"5853,6","5853,6","24126,979284","0,0",,"24126,979284",,,,,,,"29980,579284000003"
3126,SE,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"32317,2","32317,2","97063,00308000001","224857,997388",,"321921,00046799995",,,,,,,"354238,20046799997"
3127,SE,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","34919,963532",,,"34919,963532","34919,963532"
3128,SE,2015,R5300,Biogases,TJ,,"39,6","39,6","273,984192","1875,9794760000002",,"2149,963668","0,0","0,0","3198,547728",,,"3198,547728","5388,111396"
3129,SE,2015,RA000,Renewables and biofuels,TJ,,"329840,59680000006","329840,59680000006",,,"402111,450756","402111,450756",,,,"43886,0376","64403,911548000004","43886,0376","775838,0851560001"
3130,SE,2015,TOTAL,Total,TJ,"501785,046",,"501785,046",,,"614966,939244","614966,939244",,,,"291047,872212","299699,09892","291047,872212","1407799,857456"
3131,SE,2015,W6210,Renewable municipal waste,TJ,,"6296,400000000001","6296,400000000001","26499,010824","0,0",,"26499,010824",,,,,,,"32795,410824"
3132,SE,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"35096,4","35096,4","103689,995724","225076,00406400004",,"328765,9997880001",,,,,,,"363862,39978800004"
3133,SE,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","42613,2504",,,"42613,2504","42613,2504"
3134,SE,2016,R5300,Biogases,TJ,,"39,8808","39,8808","273,984192","2094,990984",,"2368,975176","0,0","0,0","3622,41936",,,"3622,41936","6031,275336"
3135,SE,2016,RA000,Renewables and biofuels,TJ,,"336647,3184","336647,3184",,,"413433,06037200004","413433,06037200004",,,,"52298,15616","78765,59851200001","52298,15616","802378,534932"
3136,SE,2016,TOTAL,Total,TJ,"518962,6188",,"518962,6188",,,"630926,9789760001","630926,9789760001",,,,"287464,976244","296558,663976","287464,976244","1437354,5740200002"
3137,SE,2016,W6210,Renewable municipal waste,TJ,,"6051,600000000001","6051,600000000001","23701,014252000004","0,0",,"23701,014252000004",,,,,,,"29752,614252000003"
3138,SE,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"36900,0","36900,0","105410,01690000002","220843,986624",,"326254,003524",,,,,,,"363154,003524"
3139,SE,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","53365,873896000005",,,"53365,873896000005","53365,873896000005"
3140,SE,2017,R5300,Biogases,TJ,,"39,6","39,6","435,00852000000003","1483,0064280000001",,"1918,014948","0,0","0,0","4232,519856",,,"4232,519856","6190,134804"
3141,SE,2017,RA000,Renewables and biofuels,TJ,,"344412,9936","344412,9936",,,"410854,91266800003","410854,91266800003",,,,"63457,61101200001","81535,45978800001","63457,61101200001","818725,5172800001"
3142,SE,2017,TOTAL,Total,TJ,"522561,60000000003",,"522561,60000000003",,,"623930,250024","623930,250024",,,,"294970,024584","303758,82954","294970,024584","1441461,8746079998"
3143,SE,2017,W6210,Renewable municipal waste,TJ,,"6400,8","6400,8","24466,989312","0,0",,"24466,989312",,,,,,,"30867,789312"
3144,SE,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"36702,0","36702,0","104010,99768000001","213523,994844",,"317534,992524",,,,,,,"354236,99252400006"
3145,SE,2018,R5200,Liquid biofuels,TJ,,,,,,,,,"0,0","58156,36858800002",,,"58156,36858800002","58156,36858800002"
3146,SE,2018,R5300,Biogases,TJ,,"36,0","36,0","316,9826280000001","1219,991652",,"1536,9742800000001","0,0","0,0","4634,871336",,,"4634,871336","6207,8456160000005"
3147,SE,2018,RA000,Renewables and biofuels,TJ,,"348279,4116","348279,4116",,,"403369,08174000005","403369,08174000005",,,,"68799,967812","87925,898232","68799,967812","820448,4611519999"
3148,SE,2018,TOTAL,Total,TJ,"525877,2000000001",,"525877,2000000001",,,"616976,68698","616976,68698",,,,"287077,613508","296090,663472","287077,613508","1429931,500488"
3149,SE,2018,W6210,Renewable municipal waste,TJ,,"5961,6","5961,6","23078,981376","0,0",,"23078,981376",,,,,,,"29040,581376000002"
3150,SI,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"325,656","325,656","404,989164","17940,019320000003",,"18345,008484",,,,,,,"18670,664484"
3151,SI,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
3152,SI,2004,R5300,Biogases,TJ,,"109,13040000000001","109,13040000000001","0,0","64,979136",,"64,979136","0,0","0,0","0,0",,,"0,0","174,10953600000002"
3153,SI,2004,RA000,Renewables and biofuels,TJ,,"15295,183200000001","15295,183200000001",,,"18409,98762","18409,98762",,,,"200,21277600000002","484,70583600000003","200,21277600000002","33905,383596"
3154,SI,2004,TOTAL,Total,TJ,"52254,0",,"52254,0",,,"100264,565304","100264,565304",,,,"56713,011156","56997,50421600001","56713,011156","209231,57646"
3155,SI,2004,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3156,SI,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"293,598","293,598","392,010084","18345,008484",,"18737,018568000003",,,,,,,"19030,616568"
3157,SI,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
3158,SI,2005,R5300,Biogases,TJ,,"115,8048","115,8048","0,0","61,001676",,"61,001676","0,0","0,0","0,0",,,"0,0","176,806476"
3159,SI,2005,RA000,Renewables and biofuels,TJ,,"15258,78","15258,78",,,"18798,020244","18798,020244",,,,"208,62824400000002","504,216324","208,62824400000002","34265,428488"
3160,SI,2005,TOTAL,Total,TJ,"53251,200000000004",,"53251,200000000004",,,"99385,546644","99385,546644",,,,"60396,80900400001","60692,39708399999","60396,80900400001","213033,55564800004"
3161,SI,2005,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3162,SI,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"271,9223999999999","271,9223999999999","349,01164800000004","17544,994740000002",,"17894,006388",,,,,,,"18165,928788"
3163,SI,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","170,82144000000002",,,"170,82144000000002","170,82144000000002"
3164,SI,2006,R5300,Biogases,TJ,,"124,9956","124,9956","27,00486","57,98718",,"84,99204000000002","0,0","0,0","0,0",,,"0,0","209,98764000000003"
3165,SI,2006,RA000,Renewables and biofuels,TJ,,"15406,300800000003","15406,300800000003",,,"17978,998428","17978,998428",,,,"379,44968400000005","676,628748","379,44968400000005","33764,748912"
3166,SI,2006,TOTAL,Total,TJ,"54572,399999999994",,"54572,399999999994",,,"97056,97408800002","97056,97408800002",,,,"63749,640312","64046,77750800001","63749,640312","215379,01440000004"
3167,SI,2006,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3168,SI,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"233,9784","233,9784","348,0068160000001","16977,013452",,"17325,020268",,,,,,,"17558,998668"
3169,SI,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","576,480492",,,"576,480492","576,480492"
3170,SI,2007,R5300,Biogases,TJ,,"173,376","173,376","61,001676","72,01296",,"133,014636","0,0","0,0","0,0",,,"0,0","306,39063600000003"
3171,SI,2007,RA000,Renewables and biofuels,TJ,,"15227,794800000001","15227,794800000001",,,"17457,993036","17457,993036",,,,"777,614364","1068,513228","777,614364","33463,402200000004"
3172,SI,2007,TOTAL,Total,TJ,"54979,200000000004",,"54979,200000000004",,,"85621,190436","85621,190436",,,,"72271,4949","72562,393764","72271,4949","212871,885336"
3173,SI,2007,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3174,SI,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"836,6687999999999","836,6687999999999","436,013352","16709,979348",,"17145,9927",,,,,,,"17982,6615"
3175,SI,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1028,6130240000002",,,"1028,6130240000002","1028,6130240000002"
3176,SI,2008,R5300,Biogases,TJ,,"201,26519999999996","201,26519999999996","82,982376","80,009748",,"162,992124","0,0","0,0","0,0",,,"0,0","364,2573239999999"
3177,SI,2008,RA000,Renewables and biofuels,TJ,,"15963,9552","15963,9552",,,"17308,984824000003","17308,984824000003",,,,"1227,7791","1514,407428","1227,7791","34500,719124"
3178,SI,2008,TOTAL,Total,TJ,"53280,0",,"53280,0",,,"90000,08081999999","90000,08081999999",,,,"85111,196328","85397,78278800001","85111,196328","228391,27714800002"
3179,SI,2008,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3180,SI,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"430,6968","430,6968","677,0055600000001","23544,009252000003",,"24221,014812",,,,,,,"24651,711612"
3181,SI,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1242,935316",,,"1242,935316","1242,935316"
3182,SI,2009,R5300,Biogases,TJ,,"247,0824","247,0824","107,01460800000001","87,00170400000002",,"194,01631200000003","0,0","0,0","0,0",,,"0,0","441,098712"
3183,SI,2009,RA000,Renewables and biofuels,TJ,,"16215,677999999998","16215,677999999998",,,"24999,005988","24999,005988",,,,"1398,474936","1618,323804","1398,474936","42613,158924"
3184,SI,2009,TOTAL,Total,TJ,"48038,4",,"48038,4",,,"90693,03808800002","90693,03808800002",,,,"71679,52324800001","71899,372116","71679,52324800001","210410,961336"
3185,SI,2009,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3186,SI,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"430,30080000000004","430,30080000000004","747,008856","24124,006656",,"24871,015512",,,,,,,"25301,316312000003"
3187,SI,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1867,564008",,,"1867,564008","1867,564008"
3188,SI,2010,R5300,Biogases,TJ,,"350,4564000000001","350,4564000000001","194,01631200000003","107,01460800000001",,"301,03092000000004","0,0","0,0","0,0",,,"0,0","651,4873200000002"
3189,SI,2010,RA000,Renewables and biofuels,TJ,,"16385,7456","16385,7456",,,"26613,980352000002","26613,980352000002",,,,"2054,1696840000004","2319,5290680000003","2054,1696840000004","45053,89563600001"
3190,SI,2010,TOTAL,Total,TJ,"50887,0152",,"50887,0152",,,"94562,604252","94562,604252",,,,"74128,382568","74393,74195200001","74128,382568","219578,00202"
3191,SI,2010,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3192,SI,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"450,4932","450,4932","786,9927960000001","23901,980652000002",,"24688,973448000004",,,,,,,"25139,466648"
3193,SI,2011,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1465,0031880000001",,,"1465,0031880000001","1465,0031880000001"
3194,SI,2011,R5300,Biogases,TJ,,"455,81399999999996","455,81399999999996","229,01796","101,990448",,"331,00840800000003","0,0","0,0","0,0",,,"0,0","786,8224079999999"
3195,SI,2011,RA000,Renewables and biofuels,TJ,,"16253,2512","16253,2512",,,"26582,998032","26582,998032",,,,"1664,294868","1950,4626480000006","1664,294868","44500,54410000001"
3196,SI,2011,TOTAL,Total,TJ,"52354,5984",,"52354,5984",,,"87769,68872399999","87769,68872399999",,,,"78466,409784","78752,577564","78466,409784","218590,696908"
3197,SI,2011,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3198,SI,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"411,0588","411,0588","827,0186040000001","22845,985955999993",,"23673,004559999994",,,,,,,"24084,063359999993"
3199,SI,2012,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","2134,053828",,,"2134,053828","2134,053828"
3200,SI,2012,R5300,Biogases,TJ,,"551,1852","551,1852","391,00525200000004","99,980784",,"490,986036","0,0","0,0","0,0",,,"0,0","1042,1712360000001"
3201,SI,2012,RA000,Renewables and biofuels,TJ,,"16522,815599999994","16522,815599999994",,,"25832,011716","25832,011716",,,,"2318,3986320000004","2582,6694480000006","2318,3986320000004","44673,225948"
3202,SI,2012,TOTAL,Total,TJ,"52233,487199999996",,"52233,487199999996",,,"82118,387952","82118,387952",,,,"79160,45562","79424,76830400001","79160,45562","213512,33077200002"
3203,SI,2012,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3204,SI,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"427,716","427,716","847,9944720000001","23918,016095999992",,"24766,010567999994",,,,,,,"25193,726567999995"
3205,SI,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","2427,799716",,,"2427,799716","2427,799716"
3206,SI,2013,R5300,Biogases,TJ,,"507,4127999999999","507,4127999999999","367,01488800000004","97,00815600000001",,"464,023044","0,0","0,0","0,0",,,"0,0","971,4358439999999"
3207,SI,2013,RA000,Renewables and biofuels,TJ,,"17293,1868","17293,1868",,,"27099,984095999993","27099,984095999993",,,,"2599,919064","2844,6793920000005","2599,919064","46993,08995999999"
3208,SI,2013,TOTAL,Total,TJ,"52268,49360000001",,"52268,49360000001",,,"81137,923128","81137,923128",,,,"75222,184068","75466,944396","75222,184068","208628,600796"
3209,SI,2013,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3210,SI,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"449,3124","449,3124","811,987992","20546,009244",,"21357,997236000003",,,,,,,"21807,309635999998"
3211,SI,2014,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1773,9890280000002",,,"1773,9890280000002","1773,9890280000002"
3212,SI,2014,R5300,Biogases,TJ,,"467,0928","467,0928","352,98910800000004","87,00170400000002",,"439,99081200000006","0,0","0,0","0,0",,,"0,0","907,083612"
3213,SI,2014,RA000,Renewables and biofuels,TJ,,"17620,3764","17620,3764",,,"23754,982104000002","23754,982104000002",,,,"1928,85876","2152,601352","1928,85876","43304,217264"
3214,SI,2014,TOTAL,Total,TJ,"51910,326",,"51910,326",,,"73267,74396","73267,74396",,,,"74632,59889200001","74856,34148399999","74632,59889200001","199810,668852"
3215,SI,2014,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3216,SI,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"472,61879999999996","472,61879999999996","1127,0028240000004","22522,011372",,"23649,014196",,,,,,,"24121,632996"
3217,SI,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1217,228364",,,"1217,228364","1217,228364"
3218,SI,2015,R5300,Biogases,TJ,,"476,2872000000001","476,2872000000001","304,003548","79,00491600000001",,"383,008464","0,0","0,0","0,0",,,"0,0","859,2956640000002"
3219,SI,2015,RA000,Renewables and biofuels,TJ,,"17400,2616","17400,2616",,,"26097,999120000004","26097,999120000004",,,,"1398,265596","1657,3447800000001","1398,265596","44896,526316"
3220,SI,2015,TOTAL,Total,TJ,"53168,14439999999",,"53168,14439999999",,,"76917,08444400001","76917,08444400001",,,,"73660,423932","73919,503116","73660,423932","203745,652776"
3221,SI,2015,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3222,SI,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"491,6844","491,6844","1183,9851720000001","23296,988052",,"24480,973224",,,,,,,"24972,657624"
3223,SI,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","761,6626560000001",,,"761,6626560000001","761,6626560000001"
3224,SI,2016,R5300,Biogases,TJ,,"511,6896","511,6896","276,998688","67,993632",,"344,99232","0,0","0,0","0,0",,,"0,0","856,68192"
3225,SI,2016,RA000,Renewables and biofuels,TJ,,"17366,0256","17366,0256",,,"27133,98091200001","27133,98091200001",,,,"964,513116","1257,7984560000002","964,513116","45464,51962800002"
3226,SI,2016,TOTAL,Total,TJ,"54162,51839999999",,"54162,51839999999",,,"79761,59636400001","79761,59636400001",,,,"78243,253344","78536,53868400001","78243,253344","212167,368108"
3227,SI,2016,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
3228,SI,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"557,3952","557,3952","1270,27512","22252,465188000002",,"23522,740308",,,,,,,"24080,135508"
3229,SI,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","1009,5630840000002",,,"1009,5630840000002","1009,5630840000002"
