geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
AT,2017,RA000,Renewables and biofuels,KTOE,,"4556,786672398967","4556,786672398967",,,"4783,703","4783,703",,,,"646,697","845,5260000000002","646,697","9987,186672398968"
AT,2017,TOTAL,Total,KTOE,"6361,888478073945",,"6361,888478073945",,,"14206,063999999997","14206,063999999997",,,,"8522,774","8710,856","8522,774","29090,726478073942"
AT,2017,W6210,Renewable municipal waste,KTOE,,"27,129922613929494","27,129922613929494","65,469","0,0",,"65,469",,,,,,,"92,59892261392949"
AT,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"340,9787618228719","340,9787618228719","871,66","3016,202",,"3887,862",,,,,,,"4228,840761822872"
AT,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","1,86","469,607",,,"471,46700000000004","471,46700000000004"
AT,2018,R5300,Biogases,KTOE,,"54,02519346517627","54,02519346517627","7,06","37,439",,"44,499","0,0","0,0","0,378",,,"0,378","98,90219346517627"
AT,2018,RA000,Renewables and biofuels,KTOE,,"4645,97437661221","4645,97437661221",,,"4547,404","4547,404",,,,"664,53","861,578","664,53","9857,908376612211"
AT,2018,TOTAL,Total,KTOE,"6359,928202923473",,"6359,928202923473",,,"13382,934","13382,934",,,,"8608,919","8797,994","8608,919","28351,78120292347"
AT,2018,W6210,Renewable municipal waste,KTOE,,"28,87394668959588","28,87394668959588","64,277","0,0",,"64,277",,,,,,,"93,15094668959588"
BA,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","182,072",,"182,072",,,,,,,"182,072"
BA,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2004,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2004,RA000,Renewables and biofuels,KTOE,,"363,0374892519347","363,0374892519347",,,"182,072","182,072",,,,"0,0","0,0","0,0","545,1094892519347"
BA,2004,TOTAL,Total,KTOE,"899,054170249355",,"899,054170249355",,,"966,35","966,35",,,,"787,738","787,738","787,738","2653,1421702493553"
BA,2004,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","181,738",,"181,738",,,,,,,"181,738"
BA,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2005,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2005,RA000,Renewables and biofuels,KTOE,,"379,02631126397245","379,02631126397245",,,"181,738","181,738",,,,"0,0","0,0","0,0","560,7643112639724"
BA,2005,TOTAL,Total,KTOE,"937,8331900257954",,"937,8331900257954",,,"1098,997","1098,997",,,,"758,9810000000001","758,9810000000001","758,9810000000001","2795,8111900257954"
BA,2005,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","181,499",,"181,499",,,,,,,"181,499"
BA,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2006,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2006,RA000,Renewables and biofuels,KTOE,,"384,6668959587274","384,6668959587274",,,"181,499","181,499",,,,"0,0","0,0","0,0","566,1658959587274"
BA,2006,TOTAL,Total,KTOE,"961,7368873602751",,"961,7368873602751",,,"1005,122","1005,122",,,,"948,983","948,983","948,983","2915,841887360275"
BA,2006,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","181,212",,"181,212",,,,,,,"181,212"
BA,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2007,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2007,RA000,Renewables and biofuels,KTOE,,"390,17076526225276","390,17076526225276",,,"181,212","181,212",,,,"0,0","0,0","0,0","571,3827652622527"
BA,2007,TOTAL,Total,KTOE,"960,7910576096302",,"960,7910576096302",,,"1076,434","1076,434",,,,"1002,388","1002,388","1002,388","3039,6130576096302"
BA,2007,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","3,105","176,937",,"180,042",,,,,,,"180,042"
BA,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2008,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2008,RA000,Renewables and biofuels,KTOE,,"405,2052450558899","405,2052450558899",,,"180,042","180,042",,,,"3,233","8,082","3,233","588,4802450558899"
BA,2008,TOTAL,Total,KTOE,"1133,1040412725708",,"1133,1040412725708",,,"1276,597","1276,597",,,,"1118,31","1123,159","1118,31","3528,0110412725708"
BA,2008,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","2,365","177,486",,"179,851",,,,,,,"179,851"
BA,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2009,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2009,RA000,Renewables and biofuels,KTOE,,"423,53869303525363","423,53869303525363",,,"179,851","179,851",,,,"3,422","8,555","3,422","606,8116930352537"
BA,2009,TOTAL,Total,KTOE,"1090,1117798796217",,"1090,1117798796217",,,"1057,398","1057,398",,,,"1154,6","1159,733","1154,6","3302,1097798796213"
BA,2009,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","3,439","175,81400000000005",,"179,25300000000004",,,,,,,"179,25300000000004"
BA,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2010,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2010,RA000,Renewables and biofuels,KTOE,,"463,8537403267413","463,8537403267413",,,"179,25400000000005","179,25400000000005",,,,"4,182","10,455","4,182","647,2897403267414"
BA,2010,TOTAL,Total,KTOE,"1143,164230438521",,"1143,164230438521",,,"1205,299","1205,299",,,,"1128,0839999999996","1134,356","1128,0839999999996","3476,5472304385203"
BA,2010,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","3,224","175,743",,"178,96699999999998",,,,,,,"178,96699999999998"
BA,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2011,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2011,RA000,Renewables and biofuels,KTOE,,"459,79174548581267","459,79174548581267",,,"178,967","178,967",,,,"4,644","11,609000000000002","4,644","643,4027454858127"
BA,2011,TOTAL,Total,KTOE,"1184,5227858985381",,"1184,5227858985381",,,"1276,758","1276,758",,,,"1128,341","1135,307","1128,341","3589,621785898538"
BA,2011,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","2,842","175,982",,"178,824",,,,,,,"178,824"
BA,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2012,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2012,RA000,Renewables and biofuels,KTOE,,"443,3331040412726","443,3331040412726",,,"178,824","178,824",,,,"3,733","9,333","3,733","625,8901040412725"
BA,2012,TOTAL,Total,KTOE,"1202,8374892519346",,"1202,8374892519346",,,"1231,305","1231,305",,,,"1053,697","1059,297","1053,697","3487,8394892519345"
BA,2012,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","3,941","174,38099999999997",,"178,32199999999997",,,,,,,"178,32199999999997"
BA,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2013,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2013,RA000,Renewables and biofuels,KTOE,,"463,0568357695614","463,0568357695614",,,"178,322","178,322",,,,"2,804","7,009","2,804","644,1828357695614"
BA,2013,TOTAL,Total,KTOE,"1182,8030954428202",,"1182,8030954428202",,,"1239,832","1239,832",,,,"899,7180000000002","903,924","899,7180000000002","3322,3530954428206"
BA,2013,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","2,699","381,962",,"384,661",,,,,,,"384,661"
BA,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2014,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2014,RA000,Renewables and biofuels,KTOE,,"468,34995700773857","468,34995700773857",,,"398,753","398,753",,,,"2,535","6,337999999999999","2,535","869,6379570077385"
BA,2014,TOTAL,Total,KTOE,"1145,657781599312",,"1145,657781599312",,,"1392,9520000000002","1392,9520000000002",,,,"946,618","950,421","946,618","3485,2277815993125"
BA,2014,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","10,485","486,625",,"497,11",,,,,,,"497,11"
BA,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2015,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2015,RA000,Renewables and biofuels,KTOE,,"475,9287188306105","475,9287188306105",,,"511,202","511,202",,,,"3,063","7,657999999999999","3,063","990,1937188306105"
BA,2015,TOTAL,Total,KTOE,"1159,4153052450558",,"1159,4153052450558",,,"1560,078","1560,078",,,,"987,618","992,213","987,618","3707,111305245056"
BA,2015,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","13,614","482,349",,"495,96299999999997",,,,,,,"495,96299999999997"
BA,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2016,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,0"
BA,2016,RA000,Renewables and biofuels,KTOE,,"490,64892519346506","490,64892519346506",,,"511,361","511,361",,,,"2,5660000000000003","6,415","2,5660000000000003","1004,5759251934651"
BA,2016,TOTAL,Total,KTOE,"1201,719690455718",,"1201,719690455718",,,"1581,73","1581,73",,,,"1144,234","1148,083","1144,234","3927,683690455718"
BA,2016,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,08598452278589853","0,08598452278589853","16,05","390,179",,"406,229",,,,,,,"406,3149845227859"
BA,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2017,R5300,Biogases,KTOE,,"0,42992261392949266","0,42992261392949266","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,42992261392949266"
BA,2017,RA000,Renewables and biofuels,KTOE,,"489,8698194325021","489,8698194325021",,,"417,427","417,427",,,,"2,682","6,706","2,682","909,9788194325022"
BA,2017,TOTAL,Total,KTOE,"1238,177128116939",,"1238,177128116939",,,"1452,463","1452,463",,,,"1182,493","1186,516","1182,493","3873,133128116939"
BA,2017,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BA,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,08598452278589853","0,08598452278589853","25,103","1119,136",,"1144,239",,,,,,,"1144,3249845227858"
BA,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BA,2018,R5300,Biogases,KTOE,,"0,6018916595012898","0,6018916595012898","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,6018916595012898"
BA,2018,RA000,Renewables and biofuels,KTOE,,"515,6723989681858","515,6723989681858",,,"1151,938","1151,938",,,,"2,071","5,178","2,071","1669,681398968186"
BA,2018,TOTAL,Total,KTOE,"1242,6483233018057",,"1242,6483233018057",,,"2186,482","2186,482",,,,"1176,623","1179,73","1176,623","4605,753323301806"
BA,2018,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
BE,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"44,07523645743766","44,07523645743766","0,0","560,38",,"560,38",,,,,,,"604,4552364574376"
BE,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BE,2004,R5300,Biogases,KTOE,,"20,058383490971625","20,058383490971625","3,009","4,872",,"7,881","0,0","0,0","0,0",,,"0,0","27,939383490971625"
BE,2004,RA000,Renewables and biofuels,KTOE,,"133,68030954428204","133,68030954428204",,,"595,444","595,444",,,,"20,578000000000007","51,322","20,578000000000007","749,702309544282"
BE,2004,TOTAL,Total,KTOE,"7921,745485812554",,"7921,745485812554",,,"20933,145","20933,145",,,,"8763,378","8794,122","8763,378","37618,26848581256"
BE,2004,W6210,Renewable municipal waste,KTOE,,"25,10877042132416","25,10877042132416","19,203","0,0",,"19,203",,,,,,,"44,311770421324155"
BE,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"82,54514187446259","82,54514187446259","0,0","615,697",,"615,697",,,,,,,"698,2421418744626"
BE,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BE,2005,R5300,Biogases,KTOE,,"19,192003439380912","19,192003439380912","3,654","24,84",,"28,494","0,0","0,0","0,0",,,"0,0","47,68600343938091"
BE,2005,RA000,Renewables and biofuels,KTOE,,"185,97033533963886","185,97033533963886",,,"684,699","684,699",,,,"23,13","57,414","23,13","893,7993353396388"
BE,2005,TOTAL,Total,KTOE,"7911,6938950988815",,"7911,6938950988815",,,"20052,577","20052,577",,,,"8546,928","8581,213","8546,928","36511,19889509888"
BE,2005,W6210,Renewable municipal waste,KTOE,,"28,017110920034394","28,017110920034394","30,668000000000006","0,0",,"30,668000000000006",,,,,,,"58,685110920034404"
BE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"120,91547721410146","120,91547721410146","0,096","675,8380000000002",,"675,9340000000002",,,,,,,"796,8494772141016"
BE,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BE,2006,R5300,Biogases,KTOE,,"23,5591573516767","23,5591573516767","3,822","11,393",,"15,215","0,0","0,0","0,0",,,"0,0","38,7741573516767"
BE,2006,RA000,Renewables and biofuels,KTOE,,"251,59406706792777","251,59406706792777",,,"735,164","735,164",,,,"21,942","54,385","21,942","1008,7000670679278"
BE,2006,TOTAL,Total,KTOE,"8125,967325881341",,"8125,967325881341",,,"19804,94","19804,94",,,,"8727,601","8760,044","8727,601","36658,50832588134"
BE,2006,W6210,Renewable municipal waste,KTOE,,"27,442648323301807","27,442648323301807","21,711","0,0",,"21,711",,,,,,,"49,15364832330181"
BE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"156,3208082545142","156,3208082545142","1,338","801,615",,"802,953",,,,,,,"959,2738082545142"
BE,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BE,2007,R5300,Biogases,KTOE,,"24,81711092003439","24,81711092003439","2,365","3,726",,"6,091","0,0","0,0","0,0",,,"0,0","30,908110920034392"
BE,2007,RA000,Renewables and biofuels,KTOE,,"294,65434221840064","294,65434221840064",,,"832,148","832,148",,,,"23,62","58,69","23,62","1150,4223422184004"
BE,2007,TOTAL,Total,KTOE,"8108,96388650043",,"8108,96388650043",,,"18269,992","18269,992",,,,"9015,9","9050,97","9015,9","35394,85588650043"
BE,2007,W6210,Renewable municipal waste,KTOE,,"25,523043852106625","25,523043852106625","0,311","0,0",,"0,311",,,,,,,"25,834043852106625"
BE,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"213,5842648323302","213,5842648323302","6,473","923,808",,"930,281",,,,,,,"1143,8652648323302"
BE,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
BE,2008,R5300,Biogases,KTOE,,"28,67695614789339","28,67695614789339","5,278","8,455",,"13,733","0,0","0,0","0,0",,,"0,0","42,40995614789339"
BE,2008,RA000,Renewables and biofuels,KTOE,,"372,4093723129837","372,4093723129837",,,"984,205","984,205",,,,"25,023000000000003","61,533","25,023000000000003","1381,6373723129836"
BE,2008,TOTAL,Total,KTOE,"8098,024247635425",,"8098,024247635425",,,"19614,345","19614,345",,,,"9045,4","9081,91","9045,4","36757,76924763543"
BE,2008,W6210,Renewable municipal waste,KTOE,,"31,810146173688732","31,810146173688732","2,651","0,0",,"2,651",,,,,,,"34,46114617368873"
BE,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"228,4952708512468","228,4952708512468","6,353","955,957",,"962,31",,,,,,,"1190,8052708512469"
BE,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","132,023",,,"132,023","132,023"
BE,2009,R5300,Biogases,KTOE,,"40,32760103181427","40,32760103181427","5,613","35,015",,"40,628","0,0","0,0","0,0",,,"0,0","80,95560103181427"
BE,2009,RA000,Renewables and biofuels,KTOE,,"466,8889939810834","466,8889939810834",,,"1079,986","1079,986",,,,"158,779","196,384","158,779","1705,6539939810834"
BE,2009,TOTAL,Total,KTOE,"7564,14445399828",,"7564,14445399828",,,"18180,774","18180,774",,,,"8902,108","8939,713","8902,108","34647,02645399828"
BE,2009,W6210,Renewable municipal waste,KTOE,,"39,80524505588994","39,80524505588994","24,41","0,0",,"24,41",,,,,,,"64,21524505588994"
BE,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"249,67024935511606","249,67024935511606","6,974","1094,368",,"1101,3419999999999",,,,,,,"1351,012249355116"
BE,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","358,076",,,"358,076","358,076"
BE,2010,R5300,Biogases,KTOE,,"48,772656921754084","48,772656921754084","6,52","28,9",,"35,42","0,0","0,0","0,0",,,"0,0","84,1926569217541"
BE,2010,RA000,Renewables and biofuels,KTOE,,"579,5187446259673","579,5187446259673",,,"1227,185","1227,185",,,,"385,781","425,614","385,781","2192,4847446259673"
BE,2010,TOTAL,Total,KTOE,"8115,563198624248",,"8115,563198624248",,,"20283,068","20283,068",,,,"8854,546999999999","8894,38","8854,546999999999","37253,17819862424"
BE,2010,W6210,Renewable municipal waste,KTOE,,"50,807308684436805","50,807308684436805","29,211","0,0",,"29,211",,,,,,,"80,0183086844368"
BE,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"268,7756663800516","268,7756663800516","7,046","1030,19",,"1037,236",,,,,,,"1306,0116663800518"
BE,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","346,646",,,"346,646","346,646"
BE,2011,R5300,Biogases,KTOE,,"45,3518486672399","45,3518486672399","4,944","40,771",,"45,715","0,0","0,0","0,0",,,"0,0","91,0668486672399"
BE,2011,RA000,Renewables and biofuels,KTOE,,"713,9533104041273","713,9533104041273",,,"1179,714","1179,714",,,,"375,662","417,051","375,662","2269,329310404127"
BE,2011,TOTAL,Total,KTOE,"7871,969045571797",,"7871,969045571797",,,"17850,256999999998","17850,256999999998",,,,"8711,41","8752,799","8711,41","34433,636045571795"
BE,2011,W6210,Renewable municipal waste,KTOE,,"70,70240756663799","70,70240756663799","37,26","8,957",,"46,217",,,,,,,"116,91940756663799"
BE,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"316,80644883920894","316,80644883920894","7,547999999999999","1175,17",,"1182,718",,,,,,,"1499,524448839209"
BE,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","345,177",,,"345,177","345,177"
BE,2012,R5300,Biogases,KTOE,,"57,05399828030954","57,05399828030954","6,6160000000000005","57,538",,"64,154","0,0","0,0","0,0",,,"0,0","121,20799828030954"
BE,2012,RA000,Renewables and biofuels,KTOE,,"888,9220120378332","888,9220120378332",,,"1328,6729999999998","1328,6729999999998",,,,"374,146","416,473","374,146","2591,741012037833"
BE,2012,TOTAL,Total,KTOE,"7872,4849527085125",,"7872,4849527085125",,,"18256,335","18256,335",,,,"8459,979","8502,306","8459,979","34588,798952708516"
BE,2012,W6210,Renewable municipal waste,KTOE,,"60,62596732588134","60,62596732588134","18,797","5,6370000000000005",,"24,434",,,,,,,"85,05996732588135"
BE,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"288,5086844368014","288,5086844368014","7,261","1267,316",,"1274,577",,,,,,,"1563,0856844368013"
BE,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","342,601",,,"342,601","342,601"
BE,2013,R5300,Biogases,KTOE,,"66,5359415305245","66,5359415305245","5,207000000000002","79,273",,"84,48","0,0","0,0","0,0",,,"0,0","151,01594153052451"
BE,2013,RA000,Renewables and biofuels,KTOE,,"985,4709372312984","985,4709372312984",,,"1460,031","1460,031",,,,"376,437","424,753","376,437","2821,938937231298"
BE,2013,TOTAL,Total,KTOE,"7893,72312983663",,"7893,72312983663",,,"19789,411","19789,411",,,,"8313,33","8361,405","8313,33","35996,46412983663"
BE,2013,W6210,Renewable municipal waste,KTOE,,"62,649957007738585","62,649957007738585","27,587","6,473",,"34,06",,,,,,,"96,70995700773858"
BE,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"226,26827171109198","226,26827171109198","7,426","1132,684",,"1140,11",,,,,,,"1366,3782717110919"
BE,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","412,858",,,"412,858","412,858"
BE,2014,R5300,Biogases,KTOE,,"74,93551160791057","74,93551160791057","7,559","92,933",,"100,492","0,0","0,0","0,0",,,"0,0","175,42751160791056"
BE,2014,RA000,Renewables and biofuels,KTOE,,"1030,3265692175407","1030,3265692175407",,,"1347,493","1347,493",,,,"446,764","497,115","446,764","2824,5835692175406"
BE,2014,TOTAL,Total,KTOE,"7671,229578675838",,"7671,229578675838",,,"17454,018","17454,018",,,,"8465,494","8515,196","8465,494","33590,741578675836"
BE,2014,W6210,Renewable municipal waste,KTOE,,"75,6835769561479","75,6835769561479","29,357","5,68",,"35,037",,,,,,,"110,72057695614791"
BE,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"305,5889939810834","305,5889939810834","5,876","1222,499",,"1228,375",,,,,,,"1533,9639939810834"
BE,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","256,101",,,"256,101","256,101"
BE,2015,R5300,Biogases,KTOE,,"81,91745485812554","81,91745485812554","9,267","99,881",,"109,148","0,0","0,0","0,0",,,"0,0","191,06545485812552"
BE,2015,RA000,Renewables and biofuels,KTOE,,"1204,35494411006","1204,35494411006",,,"1451,639","1451,639",,,,"292,758","347,741","292,758","2948,7519441100594"
BE,2015,TOTAL,Total,KTOE,"7726,723989681858",,"7726,723989681858",,,"18568,24","18568,24",,,,"8834,635","8888,454","8834,635","35129,59898968186"
BE,2015,W6210,Renewable municipal waste,KTOE,,"79,72484952708513","79,72484952708513","29,146","4,966",,"34,112",,,,,,,"113,83684952708512"
BE,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"298,45227858985385","298,45227858985385","6,365","1313,12",,"1319,485",,,,,,,"1617,9372785898538"
BE,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","434,111",,,"434,111","434,111"
BE,2016,R5300,Biogases,KTOE,,"85,40842648323301","85,40842648323301","9,869","97,917",,"107,786","0,0","0,0","0,0",,,"0,0","193,19442648323303"
BE,2016,RA000,Renewables and biofuels,KTOE,,"1242,6564058469473","1242,6564058469473",,,"1543,3970000000004","1543,3970000000004",,,,"474,174","540,7869999999998","474,174","3260,2274058469475"
BE,2016,TOTAL,Total,KTOE,"7813,981083404987",,"7813,981083404987",,,"18937,791","18937,791",,,,"8923,755","8981,426","8923,755","35675,52708340499"
BE,2016,W6210,Renewable municipal waste,KTOE,,"82,07222699914016","82,07222699914016","26,856","4,937",,"31,793000000000003",,,,,,,"113,86522699914016"
BE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"328,1513327601032","328,1513327601032","6,735","1263,44",,"1270,175",,,,,,,"1598,326332760103"
