geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
IE,2016,W6210,Renewable municipal waste,KTOE,,"6,515219260533103","6,515219260533103","0,0","37,954",,"37,954",,,,,,,"44,4692192605331"
IE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"32,79527085124678","32,79527085124678","0,0","196,87",,"196,87",,,,,,,"229,6652708512468"
IE,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","160,641",,,"160,641","160,641"
IE,2017,R5300,Biogases,KTOE,,"17,2609630266552","17,2609630266552","0,0","9,741",,"9,741","0,0","0,0","0,0",,,"0,0","27,0019630266552"
IE,2017,RA000,Renewables and biofuels,KTOE,,"776,096732588134","776,096732588134",,,"298,809","298,809",,,,"161,968","295,606","161,968","1236,873732588134"
IE,2017,TOTAL,Total,KTOE,"2578,745313843508",,"2578,745313843508",,,"4487,043","4487,043",,,,"3970,709","3972,428","3970,709","11036,497313843509"
IE,2017,W6210,Renewable municipal waste,KTOE,,"12,961736887360274","12,961736887360274","0,0","40,618",,"40,618",,,,,,,"53,579736887360276"
IE,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"28,358555460017197","28,358555460017197","0,0","201,398",,"201,398",,,,,,,"229,75655546001718"
IE,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","154,24",,,"154,24","154,24"
IE,2018,R5300,Biogases,KTOE,,"15,829062768701634","15,829062768701634","0,0","9,779",,"9,779","0,0","0,0","0,0",,,"0,0","25,608062768701636"
IE,2018,RA000,Renewables and biofuels,KTOE,,"882,3009458297506","882,3009458297506",,,"309,689","309,689",,,,"155,808","288,562","155,808","1347,7979458297507"
IE,2018,TOTAL,Total,KTOE,"2654,212123817713",,"2654,212123817713",,,"4784,894","4784,894",,,,"4024,134","4026,028","4024,134","11463,240123817714"
IE,2018,W6210,Renewable municipal waste,KTOE,,"28,388306104901115","28,388306104901115","0,0","40,701",,"40,701",,,,,,,"69,08930610490111"
IS,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2004,R5300,Biogases,KTOE,,"0,19466895958727426","0,19466895958727426","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,19466895958727426"
IS,2004,RA000,Renewables and biofuels,KTOE,,"690,6411006018917","690,6411006018917",,,"538,717","538,717",,,,"0,0","0,0","0,0","1229,3581006018917"
IS,2004,TOTAL,Total,KTOE,"741,444539982803",,"741,444539982803",,,"1029,202","1029,202",,,,"217,763","217,763","217,763","1988,409539982803"
IS,2004,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,669","0,0",,"0,669",,,,,,,"0,669"
IS,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2005,R5300,Biogases,KTOE,,"0,3624247635425623","0,3624247635425623","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,3624247635425623"
IS,2005,RA000,Renewables and biofuels,KTOE,,"708,9785898538263","708,9785898538263",,,"550,826","550,826",,,,"0,0","0,0","0,0","1259,8045898538262"
IS,2005,TOTAL,Total,KTOE,"746,8615649183147",,"746,8615649183147",,,"1025,264","1025,264",,,,"217,763","217,763","217,763","1989,8885649183144"
IS,2005,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,669","0,0",,"0,669",,,,,,,"0,669"
IS,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2006,R5300,Biogases,KTOE,,"0,08632846087704213","0,08632846087704213","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","0,08632846087704213"
IS,2006,RA000,Renewables and biofuels,KTOE,,"798,3022355975924","798,3022355975924",,,"558,016","558,016",,,,"0,0","0,0","0,0","1356,3182355975923"
IS,2006,TOTAL,Total,KTOE,"853,8263112639725",,"853,8263112639725",,,"975,653","975,653",,,,"284,52","284,52","284,52","2113,9993112639722"
IS,2006,W6210,Renewable municipal waste,KTOE,,"0,08521066208082545","0,08521066208082545","0,669","0,0",,"0,669",,,,,,,"0,7542106620808255"
IS,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2007,R5300,Biogases,KTOE,,"0,015735167669819434","0,015735167669819434","0,0","0,0",,"0,0","0,0","0,0","0,21",,,"0,21","0,22573516766981944"
IS,2007,RA000,Renewables and biofuels,KTOE,,"1170,928030954428","1170,928030954428",,,"579,822","579,822",,,,"0,21","0,21","0,21","1750,960030954428"
IS,2007,TOTAL,Total,KTOE,"1029,8366294067068",,"1029,8366294067068",,,"990,923","990,923",,,,"300,136","300,136","300,136","2320,895629406707"
IS,2007,W6210,Renewable municipal waste,KTOE,,"0,04823731728288908","0,04823731728288908","0,478","0,0",,"0,478",,,,,,,"0,526237317282889"
IS,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2008,R5300,Biogases,KTOE,,"0,013413585554600172","0,013413585554600172","0,0","0,0",,"0,0","0,0","0,0","0,31",,,"0,31","0,32341358555460015"
IS,2008,RA000,Renewables and biofuels,KTOE,,"1286,3030954428202","1286,3030954428202",,,"603,946","603,946",,,,"0,31","0,31","0,31","1890,5590954428203"
IS,2008,TOTAL,Total,KTOE,"1415,9071367153913",,"1415,9071367153913",,,"974,742","974,742",,,,"290,993","290,993","290,993","2681,642136715391"
IS,2008,W6210,Renewable municipal waste,KTOE,,"0,02648323301805675","0,02648323301805675","0,406","0,0",,"0,406",,,,,,,"0,4324832330180568"
IS,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2009,R5300,Biogases,KTOE,,"0,0411865864144454","0,0411865864144454","0,0","0,0",,"0,0","0,0","0,0","0,38",,,"0,38","0,4211865864144454"
IS,2009,RA000,Renewables and biofuels,KTOE,,"1344,1221840068788","1344,1221840068788",,,"604,7819999999998","604,7819999999998",,,,"0,38","0,38","0,38","1949,2841840068786"
IS,2009,TOTAL,Total,KTOE,"1447,463456577816",,"1447,463456577816",,,"974,022","974,022",,,,"283,873","283,873","283,873","2705,358456577816"
IS,2009,W6210,Renewable municipal waste,KTOE,,"0,004299226139294927","0,004299226139294927","0,311","0,0",,"0,311",,,,,,,"0,31529922613929495"
IS,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2010,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","0,53",,,"0,53","0,53"
IS,2010,RA000,Renewables and biofuels,KTOE,,"1355,6074806534823","1355,6074806534823",,,"599,766","599,766",,,,"0,53","0,53","0,53","1955,9034806534821"
IS,2010,TOTAL,Total,KTOE,"1466,8099742046431",,"1466,8099742046431",,,"938,922","938,922",,,,"270,672","270,672","270,672","2676,403974204643"
IS,2010,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,334","0,0",,"0,334",,,,,,,"0,334"
IS,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2011,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,15",,,"1,15","1,15"
IS,2011,RA000,Renewables and biofuels,KTOE,,"1389,822355975924","1389,822355975924",,,"602,5369999999998","602,5369999999998",,,,"1,15","2,3","1,15","1993,5093559759239"
IS,2011,TOTAL,Total,KTOE,"1479,8796216680996",,"1479,8796216680996",,,"924,933","924,933",,,,"263,045","263,045","263,045","2667,8576216680995"
IS,2011,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
IS,2012,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,74",,,"1,74","1,74"
IS,2012,RA000,Renewables and biofuels,KTOE,,"1439,865520206363","1439,865520206363",,,"636,692","636,692",,,,"1,819","3,559","1,819","2078,376520206363"
IS,2012,TOTAL,Total,KTOE,"1508,9423903697334",,"1508,9423903697334",,,"986,818","986,818",,,,"260,639","260,639","260,639","2756,3993903697337"
IS,2012,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","10,531",,"10,531",,,,,,,"10,531"
IS,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","2,08",,,"2,08","2,08"
IS,2013,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,7",,,"1,7","1,7"
IS,2013,RA000,Renewables and biofuels,KTOE,,"1506,5840068787618","1506,5840068787618",,,"620,901","620,901",,,,"3,942","5,642","3,942","2131,427006878762"
IS,2013,TOTAL,Total,KTOE,"1557,6956147893377",,"1557,6956147893377",,,"1045,486","1045,486",,,,"266,874","266,874","266,874","2870,0556147893376"
IS,2013,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","10,255999999999998",,"10,255999999999998",,,,,,,"10,255999999999998"
IS,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","2,08",,,"2,08","2,08"
IS,2014,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","2,41",,,"2,41","2,41"
IS,2014,RA000,Renewables and biofuels,KTOE,,"1512,5367153912293","1512,5367153912293",,,"630,9209999999998","630,9209999999998",,,,"4,907","7,6720000000000015","4,907","2148,3647153912293"
IS,2014,TOTAL,Total,KTOE,"1558,2975064488392",,"1558,2975064488392",,,"1078,847","1078,847",,,,"261,717","261,717","261,717","2898,861506448839"
IS,2014,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","10,863",,"10,863",,,,,,,"10,863"
IS,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","13,79",,,"13,79","13,79"
IS,2015,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,65",,,"1,65","1,65"
IS,2015,RA000,Renewables and biofuels,KTOE,,"1505,052192605331","1505,052192605331",,,"710,395","710,395",,,,"15,6","17,887999999999995","15,6","2231,047192605331"
IS,2015,TOTAL,Total,KTOE,"1616,4230438521067",,"1616,4230438521067",,,"1115,608","1115,608",,,,"289,855","289,855","289,855","3021,8860438521065"
IS,2015,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","11,106",,"11,106",,,,,,,"11,106"
IS,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","14,68",,,"14,68","14,68"
IS,2016,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,7",,,"1,7","1,7"
IS,2016,RA000,Renewables and biofuels,KTOE,,"1520,1996560619089","1520,1996560619089",,,"742,949","742,949",,,,"16,727","19,816","16,727","2279,8756560619086"
IS,2016,TOTAL,Total,KTOE,"1595,0128976784179",,"1595,0128976784179",,,"1163,26","1163,26",,,,"315,605","315,605","315,605","3073,877897678418"
IS,2016,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","16,246",,"16,246",,,,,,,"16,246"
IS,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","16,6",,,"16,6","16,6"
IS,2017,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","1,9",,,"1,9","1,9"
IS,2017,RA000,Renewables and biofuels,KTOE,,"1544,6451418744628","1544,6451418744628",,,"794,225","794,225",,,,"19,218","23,991","19,218","2358,0881418744625"
IS,2017,TOTAL,Total,KTOE,"1654,2160791057609",,"1654,2160791057609",,,"1151,972","1151,972",,,,"343,396","343,396","343,396","3149,5840791057612"
IS,2017,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IS,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"0,0","0,0","0,0","21,541",,"21,541",,,,,,,"21,541"
IS,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","20,0",,,"20,0","20,0"
IS,2018,R5300,Biogases,KTOE,,"0,0","0,0","0,0","0,054000000000000006",,"0,054000000000000006","0,0","0,0","1,79",,,"1,79","1,844"
IS,2018,RA000,Renewables and biofuels,KTOE,,"1679,4220120378332","1679,4220120378332",,,"887,194","887,194",,,,"22,974","29,502","22,974","2589,5900120378333"
IS,2018,TOTAL,Total,KTOE,"1705,0524505588992",,"1705,0524505588992",,,"1329,249","1329,249",,,,"346,38","346,38","346,38","3380,681450558899"
IS,2018,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
IT,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"164,45975924333618","164,45975924333618","83,381","2413,084",,"2496,4649999999997",,,,,,,"2660,9247592433358"
IT,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","252,747",,,"252,747","252,747"
IT,2004,R5300,Biogases,KTOE,,"100,62269991401546","100,62269991401546","25,843000000000004","0,0",,"25,843000000000004","0,0","0,0","0,0",,,"0,0","126,46569991401546"
IT,2004,RA000,Renewables and biofuels,KTOE,,"4722,355803955288","4722,355803955288",,,"3705,824","3705,824",,,,"385,56","478,282","385,56","8813,739803955288"
IT,2004,TOTAL,Total,KTOE,"29356,13731728289",,"29356,13731728289",,,"64863,876","64863,876",,,,"39331,738","39424,46","39331,738","133551,7513172829"
IT,2004,W6210,Renewable municipal waste,KTOE,,"97,8452278589854","97,8452278589854","55,293","0,0",,"55,293",,,,,,,"153,1382278589854"
IT,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"186,31616509028373","186,31616509028373","92,863","4072,633",,"4165,496",,,,,,,"4351,812165090284"
IT,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","176,74599999999995",,,"176,74599999999995","176,74599999999995"
IT,2005,R5300,Biogases,KTOE,,"103,00223559759246","103,00223559759246","25,891","0,0",,"25,891","0,0","0,0","0,0",,,"0,0","128,89323559759245"
IT,2005,RA000,Renewables and biofuels,KTOE,,"4847,141186586414","4847,141186586414",,,"5627,078","5627,078",,,,"313,93","408,893","313,93","10788,149186586415"
IT,2005,TOTAL,Total,KTOE,"29750,192003439373",,"29750,192003439373",,,"68431,726","68431,726",,,,"38913,175","39008,137","38913,175","137095,09300343937"
IT,2005,W6210,Renewable municipal waste,KTOE,,"112,60352536543422","112,60352536543422","71,702","0,0",,"71,702",,,,,,,"184,30552536543422"
IT,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"198,8184006878762","198,8184006878762","80,825","4820,101",,"4900,9259999999995",,,,,,,"5099,744400687876"
IT,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","159,071",,,"159,071","159,071"
IT,2006,R5300,Biogases,KTOE,,"114,90017196904557","114,90017196904557","26,44","0,0",,"26,44","0,0","0,0","0,0",,,"0,0","141,34017196904557"
IT,2006,RA000,Renewables and biofuels,KTOE,,"4829,625365434222","4829,625365434222",,,"6643,9659999999985","6643,9659999999985",,,,"300,4190000000001","391,211","300,4190000000001","11774,01036543422"
IT,2006,TOTAL,Total,KTOE,"30324,704299226138",,"30324,704299226138",,,"65824,093","65824,093",,,,"39233,649","39324,441","39233,649","135382,44629922614"
IT,2006,W6210,Renewable municipal waste,KTOE,,"125,38993981083405","125,38993981083405","103,349","0,0",,"103,349",,,,,,,"228,73893981083404"
IT,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"197,5529664660361","197,5529664660361","80,969","6603,683000000001",,"6684,652000000001",,,,,,,"6882,204966466037"
IT,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","139,629",,,"139,629","139,629"
IT,2007,R5300,Biogases,KTOE,,"124,43671539122955","124,43671539122955","16,48","0,0",,"16,48","0,0","0,0","0,0",,,"0,0","140,91671539122956"
IT,2007,RA000,Renewables and biofuels,KTOE,,"4863,063112639725","4863,063112639725",,,"8625,855","8625,855",,,,"286,341","379,58","286,341","13775,259112639724"
IT,2007,TOTAL,Total,KTOE,"30481,876784178847",,"30481,876784178847",,,"64688,606","64688,606",,,,"39285,55","39378,789","39285,55","134456,03278417885"
IT,2007,W6210,Renewable municipal waste,KTOE,,"130,04763542562338","130,04763542562338","66,399","0,0",,"66,399",,,,,,,"196,44663542562338"
IT,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"236,12278589853827","236,12278589853827","86,486","7905,154",,"7991,64",,,,,,,"8227,762785898538"
IT,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","728,623",,,"728,623","728,623"
IT,2008,R5300,Biogases,KTOE,,"137,53336199484093","137,53336199484093","16,361","0,0",,"16,361","0,0","0,0","0,0",,,"0,0","153,89436199484092"
IT,2008,RA000,Renewables and biofuels,KTOE,,"5060,3144453998275","5060,3144453998275",,,"10158,738","10158,738",,,,"886,035","985,044","886,035","16105,087445399826"
IT,2008,TOTAL,Total,KTOE,"30400,85640584695",,"30400,85640584695",,,"66348,607","66348,607",,,,"37550,645","37649,654","37550,645","134300,10840584696"
IT,2008,W6210,Renewable municipal waste,KTOE,,"133,8061049011178","133,8061049011178","73,827","0,0",,"73,827",,,,,,,"207,6331049011178"
IT,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"243,13576956147898","243,13576956147898","60,547","7724,658",,"7785,205",,,,,,,"8028,340769561479"
IT,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1144,117",,,"1144,117","1144,117"
IT,2009,R5300,Biogases,KTOE,,"143,16938950988822","143,16938950988822","19,442","0,0",,"19,442","0,0","0,0","0,0",,,"0,0","162,61138950988823"
IT,2009,RA000,Renewables and biofuels,KTOE,,"5389,841444539982","5389,841444539982",,,"10177,549","10177,549",,,,"1304,09","1443,654","1304,09","16871,480444539982"
IT,2009,TOTAL,Total,KTOE,"28658,080997420464",,"28658,080997420464",,,"61942,103","61942,103",,,,"35999,09","36100,654","35999,09","126599,27399742046"
IT,2009,W6210,Renewable municipal waste,KTOE,,"138,96552020636287","138,96552020636287","55,89","0,0",,"55,89",,,,,,,"194,85552020636288"
IT,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"194,40197764402407","194,40197764402407","147,034","7335,602",,"7482,6359999999995",,,,,,,"7677,037977644023"
IT,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1419,567",,,"1419,567","1419,567"
IT,2010,R5300,Biogases,KTOE,,"176,62459157351674","176,62459157351674","24,577","1,194",,"25,771","0,0","0,0","0,024",,,"0,024","202,41959157351675"
IT,2010,RA000,Renewables and biofuels,KTOE,,"5924,232674118659","5924,232674118659",,,"10018,02","10018,02",,,,"1589,807","1741,361","1589,807","17532,05967411866"
IT,2010,TOTAL,Total,KTOE,"29486,996044711952",,"29486,996044711952",,,"64045,41099999999","64045,41099999999",,,,"35315,325","35424,985","35315,325","128847,73204471194"
IT,2010,W6210,Renewable municipal waste,KTOE,,"175,98048151332762","175,98048151332762","61,694","0,0",,"61,694",,,,,,,"237,67448151332763"
IT,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"216,86552020636287","216,86552020636287","245,94","4810,595",,"5056,535",,,,,,,"5273,400520206363"
IT,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1400,503",,,"1400,503","1400,503"
IT,2011,R5300,Biogases,KTOE,,"292,75288048151333","292,75288048151333","327,123","3,129",,"330,252","0,0","0,0","0,024",,,"0,024","623,0288804815133"
IT,2011,RA000,Renewables and biofuels,KTOE,,"7012,91143594153","7012,91143594153",,,"8101,15","8101,15",,,,"1592,5120000000004","1784,8529999999996","1592,5120000000004","16706,57343594153"
IT,2011,TOTAL,Total,KTOE,"29783,295012897677",,"29783,295012897677",,,"58625,74","58625,74",,,,"35147,703","35273,071","35147,703","123556,73801289767"
IT,2011,W6210,Renewable municipal waste,KTOE,,"189,8567497850387","189,8567497850387","85,531","0,0",,"85,531",,,,,,,"275,3877497850387"
IT,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"222,04187446259675","222,04187446259675","345,18","6851,031999999998",,"7196,211999999999",,,,,,,"7418,253874462595"
IT,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1368,419",,,"1368,419","1368,419"
IT,2012,R5300,Biogases,KTOE,,"397,2384350816853","397,2384350816853","138,817","44,425",,"183,24200000000002","0,0","0,0","0,024",,,"0,024","580,5044350816853"
IT,2012,RA000,Renewables and biofuels,KTOE,,"8025,623645743765","8025,623645743765",,,"10226,398","10226,398",,,,"1562,806","2038,509","1562,806","19814,827645743764"
IT,2012,TOTAL,Total,KTOE,"29269,208340498706",,"29269,208340498706",,,"60213,642","60213,642",,,,"32985,654","33117,444","32985,654","122468,50434049871"
IT,2012,W6210,Renewable municipal waste,KTOE,,"185,99802235597593","185,99802235597593","70,961","0,0",,"70,961",,,,,,,"256,95902235597595"
IT,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"316,3207222699914","316,3207222699914","517,4119999999998","6865,458000000001",,"7382,870000000001",,,,,,,"7699,190722269992"
IT,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1252,26",,,"1252,26","1252,26"
IT,2013,R5300,Biogases,KTOE,,"640,3846087704214","640,3846087704214","201,037","44,545",,"245,582","0,0","0,0","0,024",,,"0,024","885,9906087704214"
IT,2013,RA000,Renewables and biofuels,KTOE,,"8883,216251074806","8883,216251074806",,,"10603,154","10603,154",,,,"1468,336","1741,106","1468,336","20954,706251074804"
IT,2013,TOTAL,Total,KTOE,"28378,881771281172",,"28378,881771281172",,,"58606,14900000001","58606,14900000001",,,,"32023,493","32176,343","32023,493","119008,5237712812"
IT,2013,W6210,Renewable municipal waste,KTOE,,"189,6707652622528","189,6707652622528","83,309","0,0",,"83,309",,,,,,,"272,9797652622528"
IT,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"328,68211521926054","328,68211521926054","592,816","6001,218000000002",,"6594,0340000000015",,,,,,,"6922,716115219262"
IT,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1065,1660000000004",,,"1065,1660000000004","1065,1660000000004"
IT,2014,R5300,Biogases,KTOE,,"704,9400687876183","704,9400687876183","238,774","44,545",,"283,319","0,0","0,0","0,024",,,"0,024","988,2830687876184"
IT,2014,RA000,Renewables and biofuels,KTOE,,"9248,110576096302","9248,110576096302",,,"9933,636","9933,636",,,,"1310,151","1678,13","1310,151","20491,897576096304"
IT,2014,TOTAL,Total,KTOE,"27672,608856405845",,"27672,608856405845",,,"52519,2","52519,2",,,,"33255,641","33431,408","33255,641","113447,44985640584"
IT,2014,W6210,Renewable municipal waste,KTOE,,"203,8081685296647","203,8081685296647","85,22","0,0",,"85,22",,,,,,,"289,0281685296647"
IT,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"339,35021496130696","339,35021496130696","530,739","6800,205",,"7330,9439999999995",,,,,,,"7670,294214961306"
IT,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1166,997",,,"1166,997","1166,997"
IT,2015,R5300,Biogases,KTOE,,"706,0952708512468","706,0952708512468","205,503","44,545",,"250,048","0,0","0,0","0,024",,,"0,024","956,1672708512468"
IT,2015,RA000,Renewables and biofuels,KTOE,,"9434,621066208083","9434,621066208083",,,"10687,184","10687,184",,,,"1456,162","2121,228","1456,162","21577,967066208083"
IT,2015,TOTAL,Total,KTOE,"28197,706276870165",,"28197,706276870165",,,"55504,231","55504,231",,,,"32405,308","32611,45","32405,308","116107,24527687016"
IT,2015,W6210,Renewable municipal waste,KTOE,,"201,46870163370596","201,46870163370596","107,934","0,0",,"107,934",,,,,,,"309,402701633706"
IT,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"354,64711951848653","354,64711951848653","541,559","6581,566",,"7123,125",,,,,,,"7477,772119518487"
IT,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1041,01",,,"1041,01","1041,01"
IT,2016,R5300,Biogases,KTOE,,"710,1229578675838","710,1229578675838","207,987","43,972",,"251,959","0,0","0,0","0,024",,,"0,024","962,1059578675837"
IT,2016,RA000,Renewables and biofuels,KTOE,,"9503,699484092864","9503,699484092864",,,"10538,428","10538,428",,,,"1359,6","2376,527","1359,6","21401,727484092862"
IT,2016,TOTAL,Total,KTOE,"27942,369389509884",,"27942,369389509884",,,"55796,14900000001","55796,14900000001",,,,"31821,874","32056,616","31821,874","115560,3923895099"
IT,2016,W6210,Renewable municipal waste,KTOE,,"207,69036973344794","207,69036973344794","117,058","0,0",,"117,058",,,,,,,"324,74836973344793"
IT,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"363,87222699914014","363,87222699914014","543,886","7172,574000000001",,"7716,460000000001",,,,,,,"8080,332226999141"
IT,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1061,743",,,"1061,743","1061,743"
IT,2017,R5300,Biogases,KTOE,,"713,5962166809974","713,5962166809974","226,003","41,29600000000001",,"267,299","0,0","0,0","0,14800000000000002",,,"0,14800000000000002","981,0432166809974"
IT,2017,RA000,Renewables and biofuels,KTOE,,"9728,58022355976","9728,58022355976",,,"11210,989","11210,989",,,,"1387,767","1992,336","1387,767","22327,33622355976"
