,geo,year,siec,unit,BIOFCON_LIM_TRA,BIOF_FS_SHR,FC_TRA_E_RED,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_MULTI,GFC_TRA_E_NMULTI,LIM_TT,NRG_MNBRFT_E,ST_MS_TRA
20973,SE,2018,R5258S,KTOE,,,"55,582",,,,,,,,
20974,SE,2018,R5259S,KTOE,,,"0,0",,,,,,,,
20975,SE,2018,R5260S,KTOE,,,"0,0",,,,,,,,
20976,SE,2018,R5261S,KTOE,,,"1,188",,,,,,,,
20977,SE,2018,R5262S,KTOE,,,"0,0",,,,,,,,
20978,SE,2018,R5263S,KTOE,,,"0,0",,,,,,,,
20979,SE,2018,R5264S,KTOE,,,"0,0",,,,,,,,
20980,SE,2018,R5265S,KTOE,,,"0,0",,,,,,,,
20981,SE,2018,R5266S,KTOE,,,"0,0",,,,,,,,
20982,SE,2018,R5267S,KTOE,,,"111,59899999999999",,,,,,,,
20983,SE,2018,R5268S,KTOE,,,"0,0",,,,,,,,
20984,SE,2018,R5269S,KTOE,,,"1,079",,,,,,,,
20985,SE,2018,R5270S,KTOE,,,"0,0",,,,,,,,
20986,SE,2018,R5271S,KTOE,,,"0,0",,,,,,,,
20987,SE,2018,R5272S,KTOE,,,"0,0",,,,,,,,
20988,SE,2018,R5273S,KTOE,,,"18,618",,,,,,,,
20989,SE,2018,R5274S,KTOE,,,"11,95",,,,,,,,
20990,SE,2018,R5275S,KTOE,,,"6,667999999999999",,,,,,,,
20991,SE,2018,R5276S,KTOE,,,"394,059",,,,,,,,
20992,SE,2018,R5277S,KTOE,,,"1,281",,,,,,,,
20993,SE,2018,R5278S,KTOE,,,"862,8610000000001",,,,,,,,
20994,SE,2018,R5279S,KTOE,,,"0,0",,,,,,,,
20995,SE,2018,R5300,KTOE,,,,"0,0","0,0","110,70200000000001",,,,,
20996,SE,2018,RA000,KTOE,,,,,,,"2100,074","1643,259",,,"0,0"
20997,SE,2018,RHYD,KTOE,,,"0,0",,,,,,,,
20998,SE,2018,RSYNF,KTOE,,,"0,0",,,,,,,,
20999,SE,2018,TOTAL,KTOE,,,,,,,"7072,004","6856,731",,,
21000,SI,2004,E7000,KTOE,,,,,,,,,,"0,0",
21001,SI,2004,E7100,KTOE,,,,"0,252","4,53","0,0",,,,,
21002,SI,2004,E7200,KTOE,,,,"0,608","10,947000000000001","0,0",,,,,
21003,SI,2004,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
21004,SI,2004,R5200,PC,,,,,,,,,,,
21005,SI,2004,R5250S,KTOE,,,"0,0",,,,,,,,
21006,SI,2004,R5251S,KTOE,,,"0,0",,,,,,,,
21007,SI,2004,R5252S,KTOE,,,,,,,,,,,
21008,SI,2004,R5253S,KTOE,,,,,,,,,,,
21009,SI,2004,R5254S,KTOE,,,,,,,,,,,
21010,SI,2004,R5255S,KTOE,,,,,,,,,,,
21011,SI,2004,R5256S,KTOE,,,,,,,,,,,
21012,SI,2004,R5257S,KTOE,,,,,,,,,,,
21013,SI,2004,R5258S,KTOE,,,,,,,,,,,
21014,SI,2004,R5259S,KTOE,,,,,,,,,,,
21015,SI,2004,R5260S,KTOE,,,,,,,,,,,
21016,SI,2004,R5261S,KTOE,,,,,,,,,,,
21017,SI,2004,R5262S,KTOE,,,,,,,,,,,
21018,SI,2004,R5263S,KTOE,,,,,,,,,,,
21019,SI,2004,R5264S,KTOE,,,,,,,,,,,
21020,SI,2004,R5265S,KTOE,,,,,,,,,,,
21021,SI,2004,R5266S,KTOE,,,,,,,,,,,
21022,SI,2004,R5267S,KTOE,,,,,,,,,,,
21023,SI,2004,R5268S,KTOE,,,,,,,,,,,
21024,SI,2004,R5269S,KTOE,,,,,,,,,,,
21025,SI,2004,R5270S,KTOE,,,,,,,,,,,
21026,SI,2004,R5271S,KTOE,,,,,,,,,,,
21027,SI,2004,R5272S,KTOE,,,,,,,,,,,
21028,SI,2004,R5273S,KTOE,,,,,,,,,,,
21029,SI,2004,R5274S,KTOE,,,,,,,,,,,
21030,SI,2004,R5275S,KTOE,,,,,,,,,,,
21031,SI,2004,R5276S,KTOE,,,,,,,,,,,
21032,SI,2004,R5277S,KTOE,,,,,,,,,,,
21033,SI,2004,R5278S,KTOE,,,,,,,,,,,
21034,SI,2004,R5279S,KTOE,,,,,,,,,,,
21035,SI,2004,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21036,SI,2004,RA000,KTOE,,,,,,,"11,577","4,782",,,"0,0"
21037,SI,2004,RHYD,KTOE,,,"0,0",,,,,,,,
21038,SI,2004,RSYNF,KTOE,,,"0,0",,,,,,,,
21039,SI,2004,TOTAL,KTOE,,,,,,,"1361,362","1354,567",,,
21040,SI,2005,E7000,KTOE,,,,,,,,,,"0,0",
21041,SI,2005,E7100,KTOE,,,,"0,27699999999999997","4,706","0,0",,,,,
21042,SI,2005,E7200,KTOE,,,,"0,669","11,373","0,0",,,,,
21043,SI,2005,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
21044,SI,2005,R5200,PC,,,,,,,,,,,
21045,SI,2005,R5250S,KTOE,,,"0,0",,,,,,,,
21046,SI,2005,R5251S,KTOE,,,"0,0",,,,,,,,
21047,SI,2005,R5252S,KTOE,,,,,,,,,,,
21048,SI,2005,R5253S,KTOE,,,,,,,,,,,
21049,SI,2005,R5254S,KTOE,,,,,,,,,,,
21050,SI,2005,R5255S,KTOE,,,,,,,,,,,
21051,SI,2005,R5256S,KTOE,,,,,,,,,,,
21052,SI,2005,R5257S,KTOE,,,,,,,,,,,
21053,SI,2005,R5258S,KTOE,,,,,,,,,,,
21054,SI,2005,R5259S,KTOE,,,,,,,,,,,
21055,SI,2005,R5260S,KTOE,,,,,,,,,,,
21056,SI,2005,R5261S,KTOE,,,,,,,,,,,
21057,SI,2005,R5262S,KTOE,,,,,,,,,,,
21058,SI,2005,R5263S,KTOE,,,,,,,,,,,
21059,SI,2005,R5264S,KTOE,,,,,,,,,,,
21060,SI,2005,R5265S,KTOE,,,,,,,,,,,
21061,SI,2005,R5266S,KTOE,,,,,,,,,,,
21062,SI,2005,R5267S,KTOE,,,,,,,,,,,
21063,SI,2005,R5268S,KTOE,,,,,,,,,,,
21064,SI,2005,R5269S,KTOE,,,,,,,,,,,
21065,SI,2005,R5270S,KTOE,,,,,,,,,,,
21066,SI,2005,R5271S,KTOE,,,,,,,,,,,
21067,SI,2005,R5272S,KTOE,,,,,,,,,,,
21068,SI,2005,R5273S,KTOE,,,,,,,,,,,
21069,SI,2005,R5274S,KTOE,,,,,,,,,,,
21070,SI,2005,R5275S,KTOE,,,,,,,,,,,
21071,SI,2005,R5276S,KTOE,,,,,,,,,,,
21072,SI,2005,R5277S,KTOE,,,,,,,,,,,
21073,SI,2005,R5278S,KTOE,,,,,,,,,,,
21074,SI,2005,R5279S,KTOE,,,,,,,,,,,
21075,SI,2005,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21076,SI,2005,RA000,KTOE,,,,,,,"12,043","4,9830000000000005",,,"0,0"
21077,SI,2005,RHYD,KTOE,,,"0,0",,,,,,,,
21078,SI,2005,RSYNF,KTOE,,,"0,0",,,,,,,,
21079,SI,2005,TOTAL,KTOE,,,,,,,"1449,6129999999998","1442,5529999999999",,,
21080,SI,2006,E7000,KTOE,,,,,,,,,,"0,0",
21081,SI,2006,E7100,KTOE,,,,"0,252","4,732","0,0",,,,,
21082,SI,2006,E7200,KTOE,,,,"0,608","11,433","0,0",,,,,
21083,SI,2006,R5200,KTOE,,,,"0,0","0,0","4,08",,,,,
21084,SI,2006,R5200,PC,,,,,,,,,,,
21085,SI,2006,R5250S,KTOE,,,"4,08",,,,,,,,
21086,SI,2006,R5251S,KTOE,,,"0,0",,,,,,,,
21087,SI,2006,R5252S,KTOE,,,,,,,,,,,
21088,SI,2006,R5253S,KTOE,,,,,,,,,,,
21089,SI,2006,R5254S,KTOE,,,,,,,,,,,
21090,SI,2006,R5255S,KTOE,,,,,,,,,,,
21091,SI,2006,R5256S,KTOE,,,,,,,,,,,
21092,SI,2006,R5257S,KTOE,,,,,,,,,,,
21093,SI,2006,R5258S,KTOE,,,,,,,,,,,
21094,SI,2006,R5259S,KTOE,,,,,,,,,,,
21095,SI,2006,R5260S,KTOE,,,,,,,,,,,
21096,SI,2006,R5261S,KTOE,,,,,,,,,,,
21097,SI,2006,R5262S,KTOE,,,,,,,,,,,
21098,SI,2006,R5263S,KTOE,,,,,,,,,,,
21099,SI,2006,R5264S,KTOE,,,,,,,,,,,
21100,SI,2006,R5265S,KTOE,,,,,,,,,,,
21101,SI,2006,R5266S,KTOE,,,,,,,,,,,
21102,SI,2006,R5267S,KTOE,,,,,,,,,,,
21103,SI,2006,R5268S,KTOE,,,,,,,,,,,
21104,SI,2006,R5269S,KTOE,,,,,,,,,,,
21105,SI,2006,R5270S,KTOE,,,,,,,,,,,
21106,SI,2006,R5271S,KTOE,,,,,,,,,,,
21107,SI,2006,R5272S,KTOE,,,,,,,,,,,
21108,SI,2006,R5273S,KTOE,,,,,,,,,,,
21109,SI,2006,R5274S,KTOE,,,,,,,,,,,
21110,SI,2006,R5275S,KTOE,,,,,,,,,,,
21111,SI,2006,R5276S,KTOE,,,,,,,,,,,
21112,SI,2006,R5277S,KTOE,,,,,,,,,,,
21113,SI,2006,R5278S,KTOE,,,,,,,,,,,
21114,SI,2006,R5279S,KTOE,,,,,,,,,,,
21115,SI,2006,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21116,SI,2006,RA000,KTOE,,,,,,,"16,160999999999998","9,062999999999999",,,"0,0"
21117,SI,2006,RHYD,KTOE,,,"0,0",,,,,,,,
21118,SI,2006,RSYNF,KTOE,,,"0,0",,,,,,,,
21119,SI,2006,TOTAL,KTOE,,,,,,,"1529,731","1522,634",,,
21120,SI,2007,E7000,KTOE,,,,,,,,,,"0,0",
21121,SI,2007,E7100,KTOE,,,,"0,172","4,632","0,0",,,,,
21122,SI,2007,E7200,KTOE,,,,"0,429","11,533","0,0",,,,,
21123,SI,2007,R5200,KTOE,,,,"0,0","0,0","13,769",,,,,
21124,SI,2007,R5200,PC,,,,,,,,,,,
21125,SI,2007,R5250S,KTOE,,,"13,769",,,,,,,,
21126,SI,2007,R5251S,KTOE,,,"0,0",,,,,,,,
21127,SI,2007,R5252S,KTOE,,,,,,,,,,,
21128,SI,2007,R5253S,KTOE,,,,,,,,,,,
21129,SI,2007,R5254S,KTOE,,,,,,,,,,,
21130,SI,2007,R5255S,KTOE,,,,,,,,,,,
21131,SI,2007,R5256S,KTOE,,,,,,,,,,,
21132,SI,2007,R5257S,KTOE,,,,,,,,,,,
21133,SI,2007,R5258S,KTOE,,,,,,,,,,,
21134,SI,2007,R5259S,KTOE,,,,,,,,,,,
21135,SI,2007,R5260S,KTOE,,,,,,,,,,,
21136,SI,2007,R5261S,KTOE,,,,,,,,,,,
21137,SI,2007,R5262S,KTOE,,,,,,,,,,,
21138,SI,2007,R5263S,KTOE,,,,,,,,,,,
21139,SI,2007,R5264S,KTOE,,,,,,,,,,,
21140,SI,2007,R5265S,KTOE,,,,,,,,,,,
21141,SI,2007,R5266S,KTOE,,,,,,,,,,,
21142,SI,2007,R5267S,KTOE,,,,,,,,,,,
21143,SI,2007,R5268S,KTOE,,,,,,,,,,,
21144,SI,2007,R5269S,KTOE,,,,,,,,,,,
21145,SI,2007,R5270S,KTOE,,,,,,,,,,,
21146,SI,2007,R5271S,KTOE,,,,,,,,,,,
21147,SI,2007,R5272S,KTOE,,,,,,,,,,,
21148,SI,2007,R5273S,KTOE,,,,,,,,,,,
21149,SI,2007,R5274S,KTOE,,,,,,,,,,,
21150,SI,2007,R5275S,KTOE,,,,,,,,,,,
21151,SI,2007,R5276S,KTOE,,,,,,,,,,,
21152,SI,2007,R5277S,KTOE,,,,,,,,,,,
21153,SI,2007,R5278S,KTOE,,,,,,,,,,,
21154,SI,2007,R5279S,KTOE,,,,,,,,,,,
21155,SI,2007,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21156,SI,2007,RA000,KTOE,,,,,,,"25,521","18,573",,,"0,0"
21157,SI,2007,RHYD,KTOE,,,"0,0",,,,,,,,
21158,SI,2007,RSYNF,KTOE,,,"0,0",,,,,,,,
21159,SI,2007,TOTAL,KTOE,,,,,,,"1733,1229999999998","1726,175",,,
21160,SI,2008,E7000,KTOE,,,,,,,,,,"0,0",
21161,SI,2008,E7100,KTOE,,,,"0,19399999999999998","4,564","0,0",,,,,
21162,SI,2008,E7200,KTOE,,,,"0,494","11,602","0,0",,,,,
21163,SI,2008,R5200,KTOE,,,,"0,0","0,0","24,568",,,,,
21164,SI,2008,R5200,PC,,,,,,,,,,,
21165,SI,2008,R5250S,KTOE,,,"24,568",,,,,,,,
21166,SI,2008,R5251S,KTOE,,,"0,0",,,,,,,,
21167,SI,2008,R5252S,KTOE,,,,,,,,,,,
21168,SI,2008,R5253S,KTOE,,,,,,,,,,,
21169,SI,2008,R5254S,KTOE,,,,,,,,,,,
21170,SI,2008,R5255S,KTOE,,,,,,,,,,,
21171,SI,2008,R5256S,KTOE,,,,,,,,,,,
21172,SI,2008,R5257S,KTOE,,,,,,,,,,,
21173,SI,2008,R5258S,KTOE,,,,,,,,,,,
21174,SI,2008,R5259S,KTOE,,,,,,,,,,,
21175,SI,2008,R5260S,KTOE,,,,,,,,,,,
21176,SI,2008,R5261S,KTOE,,,,,,,,,,,
21177,SI,2008,R5262S,KTOE,,,,,,,,,,,
21178,SI,2008,R5263S,KTOE,,,,,,,,,,,
21179,SI,2008,R5264S,KTOE,,,,,,,,,,,
21180,SI,2008,R5265S,KTOE,,,,,,,,,,,
21181,SI,2008,R5266S,KTOE,,,,,,,,,,,
21182,SI,2008,R5267S,KTOE,,,,,,,,,,,
21183,SI,2008,R5268S,KTOE,,,,,,,,,,,
21184,SI,2008,R5269S,KTOE,,,,,,,,,,,
21185,SI,2008,R5270S,KTOE,,,,,,,,,,,
21186,SI,2008,R5271S,KTOE,,,,,,,,,,,
21187,SI,2008,R5272S,KTOE,,,,,,,,,,,
21188,SI,2008,R5273S,KTOE,,,,,,,,,,,
21189,SI,2008,R5274S,KTOE,,,,,,,,,,,
21190,SI,2008,R5275S,KTOE,,,,,,,,,,,
21191,SI,2008,R5276S,KTOE,,,,,,,,,,,
21192,SI,2008,R5277S,KTOE,,,,,,,,,,,
21193,SI,2008,R5278S,KTOE,,,,,,,,,,,
21194,SI,2008,R5279S,KTOE,,,,,,,,,,,
21195,SI,2008,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21196,SI,2008,RA000,KTOE,,,,,,,"36,171","29,325",,,"0,0"
21197,SI,2008,RHYD,KTOE,,,"0,0",,,,,,,,
21198,SI,2008,RSYNF,KTOE,,,"0,0",,,,,,,,
21199,SI,2008,TOTAL,KTOE,,,,,,,"2039,691","2032,846",,,
21200,SI,2009,E7000,KTOE,,,,,,,,,,"0,0",
21201,SI,2009,E7100,KTOE,,,,"0,214","3,5010000000000003","0,0",,,,,
21202,SI,2009,E7200,KTOE,,,,"0,56","9,139","0,0",,,,,
21203,SI,2009,R5200,KTOE,,,,"0,0","0,0","29,686999999999998",,,,,
21204,SI,2009,R5200,PC,,,,,,,,,,,
21205,SI,2009,R5250S,KTOE,,,"29,686999999999998",,,,,,,,
21206,SI,2009,R5251S,KTOE,,,"0,0",,,,,,,,
21207,SI,2009,R5252S,KTOE,,,,,,,,,,,
21208,SI,2009,R5253S,KTOE,,,,,,,,,,,
21209,SI,2009,R5254S,KTOE,,,,,,,,,,,
21210,SI,2009,R5255S,KTOE,,,,,,,,,,,
21211,SI,2009,R5256S,KTOE,,,,,,,,,,,
21212,SI,2009,R5257S,KTOE,,,,,,,,,,,
21213,SI,2009,R5258S,KTOE,,,,,,,,,,,
21214,SI,2009,R5259S,KTOE,,,,,,,,,,,
21215,SI,2009,R5260S,KTOE,,,,,,,,,,,
21216,SI,2009,R5261S,KTOE,,,,,,,,,,,
21217,SI,2009,R5262S,KTOE,,,,,,,,,,,
21218,SI,2009,R5263S,KTOE,,,,,,,,,,,
21219,SI,2009,R5264S,KTOE,,,,,,,,,,,
21220,SI,2009,R5265S,KTOE,,,,,,,,,,,
21221,SI,2009,R5266S,KTOE,,,,,,,,,,,
21222,SI,2009,R5267S,KTOE,,,,,,,,,,,
21223,SI,2009,R5268S,KTOE,,,,,,,,,,,
21224,SI,2009,R5269S,KTOE,,,,,,,,,,,
21225,SI,2009,R5270S,KTOE,,,,,,,,,,,
21226,SI,2009,R5271S,KTOE,,,,,,,,,,,
21227,SI,2009,R5272S,KTOE,,,,,,,,,,,
21228,SI,2009,R5273S,KTOE,,,,,,,,,,,
21229,SI,2009,R5274S,KTOE,,,,,,,,,,,
21230,SI,2009,R5275S,KTOE,,,,,,,,,,,
21231,SI,2009,R5276S,KTOE,,,,,,,,,,,
21232,SI,2009,R5277S,KTOE,,,,,,,,,,,
21233,SI,2009,R5278S,KTOE,,,,,,,,,,,
21234,SI,2009,R5279S,KTOE,,,,,,,,,,,
21235,SI,2009,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21236,SI,2009,RA000,KTOE,,,,,,,"38,653","33,402",,,"0,0"
21237,SI,2009,RHYD,KTOE,,,"0,0",,,,,,,,
21238,SI,2009,RSYNF,KTOE,,,"0,0",,,,,,,,
21239,SI,2009,TOTAL,KTOE,,,,,,,"1717,287","1712,036",,,
21240,SI,2010,E7000,KTOE,,,,,,,,,,"0,0",
21241,SI,2010,E7100,KTOE,,,,"0,23199999999999998","4,225","0,0",,,,,
21242,SI,2010,E7200,KTOE,,,,"0,542","9,876","0,0",,,,,
21243,SI,2010,R5200,KTOE,,,,"0,0","0,0","44,606",,,,,
21244,SI,2010,R5200,PC,,,,,,,,,,,
21245,SI,2010,R5250S,KTOE,,,"44,606",,,,,,,,
21246,SI,2010,R5251S,KTOE,,,"0,0",,,,,,,,
21247,SI,2010,R5252S,KTOE,,,,,,,,,,,
21248,SI,2010,R5253S,KTOE,,,,,,,,,,,
21249,SI,2010,R5254S,KTOE,,,,,,,,,,,
21250,SI,2010,R5255S,KTOE,,,,,,,,,,,
21251,SI,2010,R5256S,KTOE,,,,,,,,,,,
21252,SI,2010,R5257S,KTOE,,,,,,,,,,,
21253,SI,2010,R5258S,KTOE,,,,,,,,,,,
21254,SI,2010,R5259S,KTOE,,,,,,,,,,,
21255,SI,2010,R5260S,KTOE,,,,,,,,,,,
21256,SI,2010,R5261S,KTOE,,,,,,,,,,,
21257,SI,2010,R5262S,KTOE,,,,,,,,,,,
21258,SI,2010,R5263S,KTOE,,,,,,,,,,,
21259,SI,2010,R5264S,KTOE,,,,,,,,,,,
21260,SI,2010,R5265S,KTOE,,,,,,,,,,,
21261,SI,2010,R5266S,KTOE,,,,,,,,,,,
21262,SI,2010,R5267S,KTOE,,,,,,,,,,,
21263,SI,2010,R5268S,KTOE,,,,,,,,,,,
21264,SI,2010,R5269S,KTOE,,,,,,,,,,,
21265,SI,2010,R5270S,KTOE,,,,,,,,,,,
21266,SI,2010,R5271S,KTOE,,,,,,,,,,,
21267,SI,2010,R5272S,KTOE,,,,,,,,,,,
21268,SI,2010,R5273S,KTOE,,,,,,,,,,,
21269,SI,2010,R5274S,KTOE,,,,,,,,,,,
21270,SI,2010,R5275S,KTOE,,,,,,,,,,,
21271,SI,2010,R5276S,KTOE,,,,,,,,,,,
21272,SI,2010,R5277S,KTOE,,,,,,,,,,,
21273,SI,2010,R5278S,KTOE,,,,,,,,,,,
21274,SI,2010,R5279S,KTOE,,,,,,,,,,,
21275,SI,2010,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21276,SI,2010,RA000,KTOE,,,,,,,"55,401","49,063",,,"0,0"
21277,SI,2010,RHYD,KTOE,,,"0,0",,,,,,,,
21278,SI,2010,RSYNF,KTOE,,,"0,0",,,,,,,,
21279,SI,2010,TOTAL,KTOE,,,,,,,"1776,864","1770,526",,,
21280,SI,2011,E7000,KTOE,,,,,,,,,,"0,0",
21281,SI,2011,E7100,KTOE,,,,"0,203","4,5569999999999995","0,0",,,,,
21282,SI,2011,E7200,KTOE,,,,"0,39899999999999997","8,943","0,0",,,,,
21283,SI,2011,R5200,KTOE,"0,0",,,"0,0","0,0","34,991",,,"131,668",,
21284,SI,2011,R5200,PC,,"0,0",,,,,,,,,
21285,SI,2011,R5250S,KTOE,,,"34,991",,,,,,,,
21286,SI,2011,R5251S,KTOE,,,"0,0",,,,,,,,
21287,SI,2011,R5252S,KTOE,,,"0,0",,,,,,,,
21288,SI,2011,R5253S,KTOE,,,"0,0",,,,,,,,
21289,SI,2011,R5254S,KTOE,,,"0,0",,,,,,,,
21290,SI,2011,R5255S,KTOE,,,"0,0",,,,,,,,
21291,SI,2011,R5256S,KTOE,,,"0,0",,,,,,,,
21292,SI,2011,R5257S,KTOE,,,"0,0",,,,,,,,
21293,SI,2011,R5258S,KTOE,,,"0,0",,,,,,,,
21294,SI,2011,R5259S,KTOE,,,"0,0",,,,,,,,
21295,SI,2011,R5260S,KTOE,,,"0,0",,,,,,,,
21296,SI,2011,R5261S,KTOE,,,"0,0",,,,,,,,
21297,SI,2011,R5262S,KTOE,,,"0,0",,,,,,,,
21298,SI,2011,R5263S,KTOE,,,"0,0",,,,,,,,
21299,SI,2011,R5264S,KTOE,,,"0,0",,,,,,,,
21300,SI,2011,R5265S,KTOE,,,"0,0",,,,,,,,
21301,SI,2011,R5266S,KTOE,,,"0,0",,,,,,,,
21302,SI,2011,R5267S,KTOE,,,"0,0",,,,,,,,
21303,SI,2011,R5268S,KTOE,,,"0,0",,,,,,,,
21304,SI,2011,R5269S,KTOE,,,"0,0",,,,,,,,
21305,SI,2011,R5270S,KTOE,,,"0,0",,,,,,,,
21306,SI,2011,R5271S,KTOE,,,"0,0",,,,,,,,
21307,SI,2011,R5272S,KTOE,,,"0,0",,,,,,,,
21308,SI,2011,R5273S,KTOE,,,"0,0",,,,,,,,
21309,SI,2011,R5274S,KTOE,,,"0,0",,,,,,,,
21310,SI,2011,R5275S,KTOE,,,"0,0",,,,,,,,
21311,SI,2011,R5276S,KTOE,,,"0,0",,,,,,,,
21312,SI,2011,R5277S,KTOE,,,"0,0",,,,,,,,
21313,SI,2011,R5278S,KTOE,,,"34,991",,,,,,,,
21314,SI,2011,R5279S,KTOE,,,"0,0",,,,,,,,
21315,SI,2011,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21316,SI,2011,RA000,KTOE,,,,,,,"46,586000000000006","39,751",,,"0,0"
21317,SI,2011,RHYD,KTOE,,,"0,0",,,,,,,,
21318,SI,2011,RSYNF,KTOE,,,"0,0",,,,,,,,
21319,SI,2011,TOTAL,KTOE,,,,,,,"1880,973","1874,138",,,
21320,SI,2012,E7000,KTOE,,,,,,,,,,"0,0",
21321,SI,2012,E7100,KTOE,,,,"0,19399999999999998","4,208","0,0",,,,,
21322,SI,2012,E7200,KTOE,,,,"0,408","8,861","0,0",,,,,
21323,SI,2012,R5200,KTOE,"0,0",,,"0,0","0,0","50,971000000000004",,,"132,792",,
21324,SI,2012,R5200,PC,,"0,0",,,,,,,,,
21325,SI,2012,R5250S,KTOE,,,"50,971000000000004",,,,,,,,
21326,SI,2012,R5251S,KTOE,,,"0,0",,,,,,,,
21327,SI,2012,R5252S,KTOE,,,"0,0",,,,,,,,
21328,SI,2012,R5253S,KTOE,,,"0,0",,,,,,,,
21329,SI,2012,R5254S,KTOE,,,"0,0",,,,,,,,
21330,SI,2012,R5255S,KTOE,,,"0,0",,,,,,,,
21331,SI,2012,R5256S,KTOE,,,"0,0",,,,,,,,
21332,SI,2012,R5257S,KTOE,,,"0,0",,,,,,,,
21333,SI,2012,R5258S,KTOE,,,"0,0",,,,,,,,
21334,SI,2012,R5259S,KTOE,,,"0,0",,,,,,,,
21335,SI,2012,R5260S,KTOE,,,"0,0",,,,,,,,
21336,SI,2012,R5261S,KTOE,,,"0,0",,,,,,,,
21337,SI,2012,R5262S,KTOE,,,"0,0",,,,,,,,
21338,SI,2012,R5263S,KTOE,,,"0,0",,,,,,,,
21339,SI,2012,R5264S,KTOE,,,"0,0",,,,,,,,
21340,SI,2012,R5265S,KTOE,,,"0,0",,,,,,,,
21341,SI,2012,R5266S,KTOE,,,"0,0",,,,,,,,
21342,SI,2012,R5267S,KTOE,,,"0,0",,,,,,,,
21343,SI,2012,R5268S,KTOE,,,"0,0",,,,,,,,
21344,SI,2012,R5269S,KTOE,,,"0,0",,,,,,,,
21345,SI,2012,R5270S,KTOE,,,"0,0",,,,,,,,
21346,SI,2012,R5271S,KTOE,,,"0,0",,,,,,,,
21347,SI,2012,R5272S,KTOE,,,"0,0",,,,,,,,
21348,SI,2012,R5273S,KTOE,,,"0,0",,,,,,,,
21349,SI,2012,R5274S,KTOE,,,"0,0",,,,,,,,
21350,SI,2012,R5275S,KTOE,,,"0,0",,,,,,,,
21351,SI,2012,R5276S,KTOE,,,"0,0",,,,,,,,
21352,SI,2012,R5277S,KTOE,,,"0,0",,,,,,,,
21353,SI,2012,R5278S,KTOE,,,"50,971000000000004",,,,,,,,
21354,SI,2012,R5279S,KTOE,,,"0,0",,,,,,,,
21355,SI,2012,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
21356,SI,2012,RA000,KTOE,,,,,,,"61,68600000000001","55,373999999999995",,,"0,0"
21357,SI,2012,RHYD,KTOE,,,"0,0",,,,,,,,
21358,SI,2012,RSYNF,KTOE,,,"0,0",,,,,,,,
21359,SI,2012,TOTAL,KTOE,,,,,,,"1897,0279999999998","1890,715",,,
21360,SI,2013,E7000,KTOE,,,,,,,,,,"0,0",
21361,SI,2013,E7100,KTOE,,,,"0,214","3,897","0,0",,,,,
21362,SI,2013,E7200,KTOE,,,,"0,474","8,656","0,0",,,,,
21363,SI,2013,R5200,KTOE,"0,0",,,"0,0","0,0","57,986999999999995",,,"126,175",,
21364,SI,2013,R5200,PC,,"0,0",,,,,,,,,
21365,SI,2013,R5250S,KTOE,,,"57,986999999999995",,,,,,,,
21366,SI,2013,R5251S,KTOE,,,"0,0",,,,,,,,
21367,SI,2013,R5252S,KTOE,,,"0,0",,,,,,,,
21368,SI,2013,R5253S,KTOE,,,"0,0",,,,,,,,
21369,SI,2013,R5254S,KTOE,,,"0,0",,,,,,,,
21370,SI,2013,R5255S,KTOE,,,"0,0",,,,,,,,
21371,SI,2013,R5256S,KTOE,,,"0,0",,,,,,,,
21372,SI,2013,R5257S,KTOE,,,"0,0",,,,,,,,
21373,SI,2013,R5258S,KTOE,,,"0,0",,,,,,,,
21374,SI,2013,R5259S,KTOE,,,"0,0",,,,,,,,
21375,SI,2013,R5260S,KTOE,,,"0,0",,,,,,,,
21376,SI,2013,R5261S,KTOE,,,"0,0",,,,,,,,
21377,SI,2013,R5262S,KTOE,,,"0,0",,,,,,,,
21378,SI,2013,R5263S,KTOE,,,"0,0",,,,,,,,
21379,SI,2013,R5264S,KTOE,,,"0,0",,,,,,,,
21380,SI,2013,R5265S,KTOE,,,"0,0",,,,,,,,
21381,SI,2013,R5266S,KTOE,,,"0,0",,,,,,,,
21382,SI,2013,R5267S,KTOE,,,"0,0",,,,,,,,
21383,SI,2013,R5268S,KTOE,,,"0,0",,,,,,,,
21384,SI,2013,R5269S,KTOE,,,"0,0",,,,,,,,
21385,SI,2013,R5270S,KTOE,,,"0,0",,,,,,,,
21386,SI,2013,R5271S,KTOE,,,"0,0",,,,,,,,
21387,SI,2013,R5272S,KTOE,,,"0,0",,,,,,,,
21388,SI,2013,R5273S,KTOE,,,"0,0",,,,,,,,
21389,SI,2013,R5274S,KTOE,,,"0,0",,,,,,,,
