,geo,year,siec,unit,BIOG_G_ADJSHR,BIOG_G_SHR,BIOG_G_TRA,FC_IND_OTH_E,GFC_HEAT_CL_E,GHP_RED,PPRD_RED
5097,FR,2018,RA600,KTOE,,,,,,,"2600,784"
5098,FR,2018,TOTAL,KTOE,,,,,"61173,164000000004",,
5099,FR,2018,W6210,KTOE,,,,"83,09899999999999",,"447,355",
5100,HR,2004,R5110-5150_W6000RI,KTOE,,,,"1188,139",,"0,0",
5101,HR,2004,R5160,KTOE,,,,"0,0",,,
5102,HR,2004,R5292,KTOE,,,,"0,0",,,
5103,HR,2004,R5292P,KTOE,,,,,,"0,0",
5104,HR,2004,R5292S,KTOE,,,,,,,
5105,HR,2004,R5292SB,KTOE,,,,,,,
5106,HR,2004,R5292SP,KTOE,,,,,,,
5107,HR,2004,R5293S,KTOE,,,,,,,
5108,HR,2004,R5293SB,KTOE,,,,,,,
5109,HR,2004,R5293SP,KTOE,,,,,,,
5110,HR,2004,R5300,KTOE,,,,"0,0",,"0,0",
5111,HR,2004,R5300B,KTOE,,,,"0,0",,"0,0",
5112,HR,2004,R5300B,PC,"0,0","0,0",,,,,
5113,HR,2004,R5300B,TJ_GCV,,,"0,0",,,,
5114,HR,2004,RA000,KTOE,,,,,"1193,685",,
5115,HR,2004,RA200,KTOE,,,,"0,0",,"0,0",
5116,HR,2004,RA410,KTOE,,,,"2,006",,"0,0",
5117,HR,2004,RA600,KTOE,,,,,,,"3,54"
5118,HR,2004,TOTAL,KTOE,,,,,"4055,925",,
5119,HR,2004,W6210,KTOE,,,,"0,0",,"0,0",
5120,HR,2005,R5110-5150_W6000RI,KTOE,,,,"1243,073",,"0,0",
5121,HR,2005,R5160,KTOE,,,,"0,0",,,
5122,HR,2005,R5292,KTOE,,,,"0,0",,,
5123,HR,2005,R5292P,KTOE,,,,,,"0,0",
5124,HR,2005,R5292S,KTOE,,,,,,,
5125,HR,2005,R5292SB,KTOE,,,,,,,
5126,HR,2005,R5292SP,KTOE,,,,,,,
5127,HR,2005,R5293S,KTOE,,,,,,,
5128,HR,2005,R5293SB,KTOE,,,,,,,
5129,HR,2005,R5293SP,KTOE,,,,,,,
5130,HR,2005,R5300,KTOE,,,,"0,0",,"0,0",
5131,HR,2005,R5300B,KTOE,,,,"0,0",,"0,0",
5132,HR,2005,R5300B,PC,"0,0","0,0",,,,,
5133,HR,2005,R5300B,TJ_GCV,,,"0,0",,,,
5134,HR,2005,RA000,KTOE,,,,,"1250,616",,
5135,HR,2005,RA200,KTOE,,,,"0,0",,"0,0",
5136,HR,2005,RA410,KTOE,,,,"2,293",,"0,0",
5137,HR,2005,RA600,KTOE,,,,,,,"5,25"
5138,HR,2005,TOTAL,KTOE,,,,,"4164,878",,
5139,HR,2005,W6210,KTOE,,,,"0,0",,"0,0",
5140,HR,2006,R5110-5150_W6000RI,KTOE,,,,"1156,325",,"0,0",
5141,HR,2006,R5160,KTOE,,,,"0,0",,,
5142,HR,2006,R5292,KTOE,,,,"0,0",,,
5143,HR,2006,R5292P,KTOE,,,,,,"0,0",
5144,HR,2006,R5292S,KTOE,,,,,,,
5145,HR,2006,R5292SB,KTOE,,,,,,,
5146,HR,2006,R5292SP,KTOE,,,,,,,
5147,HR,2006,R5293S,KTOE,,,,,,,
5148,HR,2006,R5293SB,KTOE,,,,,,,
5149,HR,2006,R5293SP,KTOE,,,,,,,
5150,HR,2006,R5300,KTOE,,,,"0,0",,"0,0",
5151,HR,2006,R5300B,KTOE,,,,"0,0",,"0,0",
5152,HR,2006,R5300B,PC,"0,0","0,0",,,,,
5153,HR,2006,R5300B,TJ_GCV,,,"0,0",,,,
5154,HR,2006,RA000,KTOE,,,,,"1164,51",,
5155,HR,2006,RA200,KTOE,,,,"0,0",,"0,0",
5156,HR,2006,RA410,KTOE,,,,"2,675",,"0,0",
5157,HR,2006,RA600,KTOE,,,,,,,"5,51"
5158,HR,2006,TOTAL,KTOE,,,,,"4002,067",,
5159,HR,2006,W6210,KTOE,,,,"0,0",,"0,0",
5160,HR,2007,R5110-5150_W6000RI,KTOE,,,,"1118,372",,"0,0",
5161,HR,2007,R5160,KTOE,,,,"0,0",,,
5162,HR,2007,R5292,KTOE,,,,"0,0",,,
5163,HR,2007,R5292P,KTOE,,,,,,"0,0",
5164,HR,2007,R5292S,KTOE,,,,,,,
5165,HR,2007,R5292SB,KTOE,,,,,,,
5166,HR,2007,R5292SP,KTOE,,,,,,,
5167,HR,2007,R5293S,KTOE,,,,,,,
5168,HR,2007,R5293SB,KTOE,,,,,,,
5169,HR,2007,R5293SP,KTOE,,,,,,,
5170,HR,2007,R5300,KTOE,,,,"0,0",,"0,0",
5171,HR,2007,R5300B,KTOE,,,,"0,0",,"0,0",
5172,HR,2007,R5300B,PC,"0,0","0,0",,,,,
5173,HR,2007,R5300B,TJ_GCV,,,"0,0",,,,
5174,HR,2007,RA000,KTOE,,,,,"1133,412",,
5175,HR,2007,RA200,KTOE,,,,"3,344",,"0,0",
5176,HR,2007,RA410,KTOE,,,,"3,2239999999999998",,"0,0",
5177,HR,2007,RA600,KTOE,,,,,,,"8,472000000000001"
5178,HR,2007,TOTAL,KTOE,,,,,"3886,2909999999997",,
5179,HR,2007,W6210,KTOE,,,,"0,0",,"0,0",
5180,HR,2008,R5110-5150_W6000RI,KTOE,,,,"1114,312",,"0,0",
5181,HR,2008,R5160,KTOE,,,,"0,0",,,
5182,HR,2008,R5292,KTOE,,,,"0,0",,,
5183,HR,2008,R5292P,KTOE,,,,,,"0,0",
5184,HR,2008,R5292S,KTOE,,,,,,,
5185,HR,2008,R5292SB,KTOE,,,,,,,
5186,HR,2008,R5292SP,KTOE,,,,,,,
5187,HR,2008,R5293S,KTOE,,,,,,,
5188,HR,2008,R5293SB,KTOE,,,,,,,
5189,HR,2008,R5293SP,KTOE,,,,,,,
5190,HR,2008,R5300,KTOE,,,,"0,0",,"0,0",
5191,HR,2008,R5300B,KTOE,,,,"0,0",,"0,0",
5192,HR,2008,R5300B,PC,"0,0","0,0",,,,,
5193,HR,2008,R5300B,TJ_GCV,,,"0,0",,,,
5194,HR,2008,RA000,KTOE,,,,,"1132,077",,
5195,HR,2008,RA200,KTOE,,,,"3,201",,"0,0",
5196,HR,2008,RA410,KTOE,,,,"3,965",,"0,0",
5197,HR,2008,RA600,KTOE,,,,,,,"10,6"
5198,HR,2008,TOTAL,KTOE,,,,,"3952,732",,
5199,HR,2008,W6210,KTOE,,,,"0,0",,"0,0",
5200,HR,2009,R5110-5150_W6000RI,KTOE,,,,"1153,769",,"0,0",
5201,HR,2009,R5160,KTOE,,,,"5,15",,,
5202,HR,2009,R5292,KTOE,,,,"0,0",,,
5203,HR,2009,R5292P,KTOE,,,,,,"0,0",
5204,HR,2009,R5292S,KTOE,,,,,,,
5205,HR,2009,R5292SB,KTOE,,,,,,,
5206,HR,2009,R5292SP,KTOE,,,,,,,
5207,HR,2009,R5293S,KTOE,,,,,,,
5208,HR,2009,R5293SB,KTOE,,,,,,,
5209,HR,2009,R5293SP,KTOE,,,,,,,
5210,HR,2009,R5300,KTOE,,,,"0,0",,"0,0",
5211,HR,2009,R5300B,KTOE,,,,"0,0",,"0,0",
5212,HR,2009,R5300B,PC,"0,0","0,0",,,,,
5213,HR,2009,R5300B,TJ_GCV,,,"0,0",,,,
5214,HR,2009,RA000,KTOE,,,,,"1179,29",,
5215,HR,2009,RA200,KTOE,,,,"3,153",,"0,0",
5216,HR,2009,RA410,KTOE,,,,"4,586",,"0,0",
5217,HR,2009,RA600,KTOE,,,,,,,"12,633"
5218,HR,2009,TOTAL,KTOE,,,,,"3784,192",,
5219,HR,2009,W6210,KTOE,,,,"0,0",,"0,0",
5220,HR,2010,R5110-5150_W6000RI,KTOE,,,,"1236,4569999999999",,"0,0",
5221,HR,2010,R5160,KTOE,,,,"4,414",,,
5222,HR,2010,R5292,KTOE,,,,"0,0",,,
5223,HR,2010,R5292P,KTOE,,,,,,"0,0",
5224,HR,2010,R5292S,KTOE,,,,,,,
5225,HR,2010,R5292SB,KTOE,,,,,,,
5226,HR,2010,R5292SP,KTOE,,,,,,,
5227,HR,2010,R5293S,KTOE,,,,,,,
5228,HR,2010,R5293SB,KTOE,,,,,,,
5229,HR,2010,R5293SP,KTOE,,,,,,,
5230,HR,2010,R5300,KTOE,,,,"0,0",,"1,505",
5231,HR,2010,R5300B,KTOE,,,,"0,0",,"0,0",
5232,HR,2010,R5300B,PC,"0,0","0,0",,,,,
5233,HR,2010,R5300B,TJ_GCV,,,"0,0",,,,
5234,HR,2010,RA000,KTOE,,,,,"1269,433",,
5235,HR,2010,RA200,KTOE,,,,"6,807",,"0,0",
5236,HR,2010,RA410,KTOE,,,,"5,207000000000001",,"0,0",
5237,HR,2010,RA600,KTOE,,,,,,,"15,043"
5238,HR,2010,TOTAL,KTOE,,,,,"3870,802",,
5239,HR,2010,W6210,KTOE,,,,"0,0",,"0,0",
5240,HR,2011,R5110-5150_W6000RI,KTOE,,,,"1201,992",,"0,74",
5241,HR,2011,R5160,KTOE,,,,"3,991",,,
5242,HR,2011,R5292,KTOE,,,,"0,0",,,
5243,HR,2011,R5292P,KTOE,,,,,,"0,0",
5244,HR,2011,R5292S,KTOE,,,,"0,0",,,
5245,HR,2011,R5292SB,KTOE,,,,,,"0,0",
5246,HR,2011,R5292SP,KTOE,,,,,,"0,0",
5247,HR,2011,R5293S,KTOE,,,,"0,0",,,
5248,HR,2011,R5293SB,KTOE,,,,,,"0,0",
5249,HR,2011,R5293SP,KTOE,,,,,,"0,0",
5250,HR,2011,R5300,KTOE,,,,"0,0",,"1,123",
5251,HR,2011,R5300B,KTOE,,,,"0,0",,"0,0",
5252,HR,2011,R5300B,PC,"0,0","0,0",,,,,
5253,HR,2011,R5300B,TJ_GCV,,,"0,0",,,,
5254,HR,2011,RA000,KTOE,,,,,"1234,984",,
5255,HR,2011,RA200,KTOE,,,,"6,855",,"0,0",
5256,HR,2011,RA410,KTOE,,,,"6,067",,"0,0",
5257,HR,2011,RA600,KTOE,,,,,,,"14,216"
5258,HR,2011,TOTAL,KTOE,,,,,"3661,775",,
5259,HR,2011,W6210,KTOE,,,,"0,0",,"0,0",
5260,HR,2012,R5110-5150_W6000RI,KTOE,,,,"1208,871",,"2,436",
5261,HR,2012,R5160,KTOE,,,,"2,0",,,
5262,HR,2012,R5292,KTOE,,,,"0,08900000000000001",,,
5263,HR,2012,R5292P,KTOE,,,,,,"0,0",
5264,HR,2012,R5292S,KTOE,,,,"0,0",,,
5265,HR,2012,R5292SB,KTOE,,,,,,"0,0",
5266,HR,2012,R5292SP,KTOE,,,,,,"0,0",
5267,HR,2012,R5293S,KTOE,,,,"0,0",,,
5268,HR,2012,R5293SB,KTOE,,,,,,"0,0",
5269,HR,2012,R5293SP,KTOE,,,,,,"0,0",
5270,HR,2012,R5300,KTOE,,,,"0,0",,"2,6510000000000002",
5271,HR,2012,R5300B,KTOE,,,,"0,0",,"0,0",
5272,HR,2012,R5300B,PC,"0,0","0,0",,,,,
5273,HR,2012,R5300B,TJ_GCV,,,"0,0",,,,
5274,HR,2012,RA000,KTOE,,,,,"1244,672",,
5275,HR,2012,RA200,KTOE,,,,"6,95",,"0,0",
5276,HR,2012,RA410,KTOE,,,,"7,141",,"0,0",
5277,HR,2012,RA600,KTOE,,,,,,,"14,622"
5278,HR,2012,TOTAL,KTOE,,,,,"3413,1409999999996",,
5279,HR,2012,W6210,KTOE,,,,"0,0",,"0,0",
5280,HR,2013,R5110-5150_W6000RI,KTOE,,,,"1195,018",,"5,922999999999999",
5281,HR,2013,R5160,KTOE,,,,"3,32",,,
5282,HR,2013,R5292,KTOE,,,,"0,0",,,
5283,HR,2013,R5292P,KTOE,,,,,,"0,0",
5284,HR,2013,R5292S,KTOE,,,,"0,0",,,
5285,HR,2013,R5292SB,KTOE,,,,,,"0,0",
5286,HR,2013,R5292SP,KTOE,,,,,,"0,0",
5287,HR,2013,R5293S,KTOE,,,,"0,0",,,
5288,HR,2013,R5293SB,KTOE,,,,,,"0,0",
5289,HR,2013,R5293SP,KTOE,,,,,,"0,0",
5290,HR,2013,R5300,KTOE,,,,"0,0",,"2,7230000000000003",
5291,HR,2013,R5300B,KTOE,,,,"0,0",,"0,0",
5292,HR,2013,R5300B,PC,"0,0","0,0",,,,,
5293,HR,2013,R5300B,TJ_GCV,,,"0,0",,,,
5294,HR,2013,RA000,KTOE,,,,,"1237,059",,
5295,HR,2013,RA200,KTOE,,,,"6,831",,"0,0",
5296,HR,2013,RA410,KTOE,,,,"8,24",,"0,0",
5297,HR,2013,RA600,KTOE,,,,,,,"15,004000000000001"
5298,HR,2013,TOTAL,KTOE,,,,,"3323,884",,
5299,HR,2013,W6210,KTOE,,,,"0,0",,"0,0",
5300,HR,2014,R5110-5150_W6000RI,KTOE,,,,"1051,758",,"5,876",
5301,HR,2014,R5160,KTOE,,,,"4,0089999999999995",,,
5302,HR,2014,R5292,KTOE,,,,"0,0",,,
5303,HR,2014,R5292P,KTOE,,,,,,"0,0",
5304,HR,2014,R5292S,KTOE,,,,"0,0",,,
5305,HR,2014,R5292SB,KTOE,,,,,,"0,0",
5306,HR,2014,R5292SP,KTOE,,,,,,"0,0",
5307,HR,2014,R5293S,KTOE,,,,"0,0",,,
5308,HR,2014,R5293SB,KTOE,,,,,,"0,0",
5309,HR,2014,R5293SP,KTOE,,,,,,"0,0",
5310,HR,2014,R5300,KTOE,,,,"0,0",,"3,153",
5311,HR,2014,R5300B,KTOE,,,,"0,0",,"0,0",
5312,HR,2014,R5300B,PC,"0,0","0,0",,,,,
5313,HR,2014,R5300B,TJ_GCV,,,"0,0",,,,
5314,HR,2014,RA000,KTOE,,,,,"1094,276",,
5315,HR,2014,RA200,KTOE,,,,"7,739",,"0,0",
5316,HR,2014,RA410,KTOE,,,,"9,339",,"0,0",
5317,HR,2014,RA600,KTOE,,,,,,,"12,402999999999999"
5318,HR,2014,TOTAL,KTOE,,,,,"3028,3070000000002",,
5319,HR,2014,W6210,KTOE,,,,"0,0",,"0,0",
5320,HR,2015,R5110-5150_W6000RI,KTOE,,,,"1192,223",,"14,856",
5321,HR,2015,R5160,KTOE,,,,"4,677",,,
5322,HR,2015,R5292,KTOE,,,,"0,0",,,
5323,HR,2015,R5292P,KTOE,,,,,,"0,0",
5324,HR,2015,R5292S,KTOE,,,,"0,0",,,
5325,HR,2015,R5292SB,KTOE,,,,,,"0,0",
5326,HR,2015,R5292SP,KTOE,,,,,,"0,0",
5327,HR,2015,R5293S,KTOE,,,,"0,0",,,
5328,HR,2015,R5293SB,KTOE,,,,,,"0,0",
5329,HR,2015,R5293SP,KTOE,,,,,,"0,0",
5330,HR,2015,R5300,KTOE,,,,"0,0",,"5,231",
5331,HR,2015,R5300B,KTOE,,,,"0,0",,"0,0",
5332,HR,2015,R5300B,PC,"0,0","0,0",,,,,
5333,HR,2015,R5300B,TJ_GCV,,,"0,0",,,,
5334,HR,2015,RA000,KTOE,,,,,"1251,173",,
5335,HR,2015,RA200,KTOE,,,,"8,908999999999999",,"0,0",
5336,HR,2015,RA410,KTOE,,,,"10,39",,"0,0",
5337,HR,2015,RA600,KTOE,,,,,,,"14,887"
5338,HR,2015,TOTAL,KTOE,,,,,"3246,365",,
5339,HR,2015,W6210,KTOE,,,,"0,0",,"0,0",
5340,HR,2016,R5110-5150_W6000RI,KTOE,,,,"1148,729",,"22,213",
5341,HR,2016,R5160,KTOE,,,,"5,35",,,
5342,HR,2016,R5292,KTOE,,,,"0,0",,,
5343,HR,2016,R5292P,KTOE,,,,,,"0,0",
5344,HR,2016,R5292S,KTOE,,,,"0,0",,,
5345,HR,2016,R5292SB,KTOE,,,,,,"0,0",
5346,HR,2016,R5292SP,KTOE,,,,,,"0,0",
5347,HR,2016,R5293S,KTOE,,,,"0,0",,,
5348,HR,2016,R5293SB,KTOE,,,,,,"0,0",
5349,HR,2016,R5293SP,KTOE,,,,,,"0,0",
5350,HR,2016,R5300,KTOE,,,,"0,0",,"6,7589999999999995",
5351,HR,2016,R5300B,KTOE,,,,"0,0",,"0,0",
5352,HR,2016,R5300B,PC,"0,0","0,0",,,,,
5353,HR,2016,R5300B,TJ_GCV,,,"0,0",,,,
5354,HR,2016,RA000,KTOE,,,,,"1219,433",,
5355,HR,2016,RA200,KTOE,,,,"9,052",,"0,0",
5356,HR,2016,RA410,KTOE,,,,"11,56",,"0,0",
5357,HR,2016,RA600,KTOE,,,,,,,"15,769"
5358,HR,2016,TOTAL,KTOE,,,,,"3245,461",,
5359,HR,2016,W6210,KTOE,,,,"0,0",,"0,0",
5360,HR,2017,R5110-5150_W6000RI,KTOE,,,,"1124,0330000000001",,"35,786",
5361,HR,2017,R5160,KTOE,,,,"7,192",,,
5362,HR,2017,R5292,KTOE,,,,"0,0",,,
5363,HR,2017,R5292P,KTOE,,,,,,"0,0",
5364,HR,2017,R5292S,KTOE,,,,"0,0",,,
5365,HR,2017,R5292SB,KTOE,,,,,,"0,0",
5366,HR,2017,R5292SP,KTOE,,,,,,"0,0",
5367,HR,2017,R5293S,KTOE,,,,"0,0",,,
5368,HR,2017,R5293SB,KTOE,,,,,,"0,0",
5369,HR,2017,R5293SP,KTOE,,,,,,"0,0",
5370,HR,2017,R5300,KTOE,,,,"0,0",,"7,797999999999999",
5371,HR,2017,R5300B,KTOE,,,,"0,0",,"0,0",
5372,HR,2017,R5300B,PC,"0,0","0,0",,,,,
5373,HR,2017,R5300B,TJ_GCV,,,"0,0",,,,
5374,HR,2017,RA000,KTOE,,,,,"1211,84",,
5375,HR,2017,RA200,KTOE,,,,"8,243",,"0,0",
5376,HR,2017,RA410,KTOE,,,,"12,855",,"0,0",
5377,HR,2017,RA600,KTOE,,,,,,,"15,933"
5378,HR,2017,TOTAL,KTOE,,,,,"3315,985",,
5379,HR,2017,W6210,KTOE,,,,"0,0",,"0,0",
5380,HR,2018,R5110-5150_W6000RI,KTOE,,,,"1075,395",,"55,632",
5381,HR,2018,R5160,KTOE,,,,"8,482999999999999",,,
5382,HR,2018,R5292,KTOE,,,,"0,0",,,
5383,HR,2018,R5292P,KTOE,,,,,,"0,0",
5384,HR,2018,R5292S,KTOE,,,,"0,0",,,
5385,HR,2018,R5292SB,KTOE,,,,,,"0,0",
5386,HR,2018,R5292SP,KTOE,,,,,,"0,0",
5387,HR,2018,R5293S,KTOE,,,,"0,0",,,
5388,HR,2018,R5293SB,KTOE,,,,,,"0,0",
5389,HR,2018,R5293SP,KTOE,,,,,,"0,0",
5390,HR,2018,R5300,KTOE,,,,"0,0",,"11,462",
5391,HR,2018,R5300B,KTOE,,,,"0,0",,"0,0",
5392,HR,2018,R5300B,PC,"0,0","0,0",,,,,
5393,HR,2018,R5300B,TJ_GCV,,,"0,0",,,,
5394,HR,2018,RA000,KTOE,,,,,"1187,635",,
5395,HR,2018,RA200,KTOE,,,,"7,648",,"0,0",
5396,HR,2018,RA410,KTOE,,,,"13,937000000000001",,"0,0",
5397,HR,2018,RA600,KTOE,,,,,,,"15,078"
5398,HR,2018,TOTAL,KTOE,,,,,"3252,886",,
5399,HR,2018,W6210,KTOE,,,,"0,0",,"0,0",
5400,HU,2004,R5110-5150_W6000RI,KTOE,,,,"619,471",,"3,415",
5401,HU,2004,R5160,KTOE,,,,"0,0",,,
5402,HU,2004,R5292,KTOE,,,,"0,0",,,
5403,HU,2004,R5292P,KTOE,,,,,,"0,0",
5404,HU,2004,R5292S,KTOE,,,,,,,
5405,HU,2004,R5292SB,KTOE,,,,,,,
5406,HU,2004,R5292SP,KTOE,,,,,,,
5407,HU,2004,R5293S,KTOE,,,,,,,
5408,HU,2004,R5293SB,KTOE,,,,,,,
5409,HU,2004,R5293SP,KTOE,,,,,,,
5410,HU,2004,R5300,KTOE,,,,"1,266",,"0,14300000000000002",
5411,HU,2004,R5300B,KTOE,,,,"0,0",,"0,0",
5412,HU,2004,R5300B,PC,"0,0","0,0",,,,,
5413,HU,2004,R5300B,TJ_GCV,,,"0,0",,,,
5414,HU,2004,RA000,KTOE,,,,,"715,893",,
5415,HU,2004,RA200,KTOE,,,,"79,607",,"5,446000000000001",
5416,HU,2004,RA410,KTOE,,,,"1,791",,"0,024",
5417,HU,2004,RA600,KTOE,,,,,,,"0,0"
5418,HU,2004,TOTAL,KTOE,,,,,"11099,673",,
5419,HU,2004,W6210,KTOE,,,,"0,0",,"4,729",
5420,HU,2005,R5110-5150_W6000RI,KTOE,,,,"1071,63",,"10,772",
5421,HU,2005,R5160,KTOE,,,,"0,0",,,
5422,HU,2005,R5292,KTOE,,,,"0,0",,,
5423,HU,2005,R5292P,KTOE,,,,,,"0,0",
5424,HU,2005,R5292S,KTOE,,,,,,,
5425,HU,2005,R5292SB,KTOE,,,,,,,
5426,HU,2005,R5292SP,KTOE,,,,,,,
5427,HU,2005,R5293S,KTOE,,,,,,,
5428,HU,2005,R5293SB,KTOE,,,,,,,
5429,HU,2005,R5293SP,KTOE,,,,,,,
5430,HU,2005,R5300,KTOE,,,,"1,051",,"0,096",
5431,HU,2005,R5300B,KTOE,,,,"0,0",,"0,0",
5432,HU,2005,R5300B,PC,"0,0","0,0",,,,,
5433,HU,2005,R5300B,TJ_GCV,,,"0,0",,,,
5434,HU,2005,RA000,KTOE,,,,,"1180,687",,
5435,HU,2005,RA200,KTOE,,,,"80,348",,"5,5889999999999995",
5436,HU,2005,RA410,KTOE,,,,"1,911",,"0,024",
5437,HU,2005,RA600,KTOE,,,,,,,"0,0"
5438,HU,2005,TOTAL,KTOE,,,,,"11883,931",,
5439,HU,2005,W6210,KTOE,,,,"0,0",,"9,267000000000001",
5440,HU,2006,R5110-5150_W6000RI,KTOE,,,,"1167,885",,"11,417",
5441,HU,2006,R5160,KTOE,,,,"0,0",,,
5442,HU,2006,R5292,KTOE,,,,"0,0",,,
5443,HU,2006,R5292P,KTOE,,,,,,"0,0",
5444,HU,2006,R5292S,KTOE,,,,,,,
5445,HU,2006,R5292SB,KTOE,,,,,,,
5446,HU,2006,R5292SP,KTOE,,,,,,,
5447,HU,2006,R5293S,KTOE,,,,,,,
5448,HU,2006,R5293SB,KTOE,,,,,,,
5449,HU,2006,R5293SP,KTOE,,,,,,,
5450,HU,2006,R5300,KTOE,,,,"2,747",,"0,024",
5451,HU,2006,R5300B,KTOE,,,,"0,0",,"0,0",
5452,HU,2006,R5300B,PC,"0,0","0,0",,,,,
5453,HU,2006,R5300B,TJ_GCV,,,"0,0",,,,
5454,HU,2006,RA000,KTOE,,,,,"1281,552",,
5455,HU,2006,RA200,KTOE,,,,"81,327",,"4,013",
5456,HU,2006,RA410,KTOE,,,,"1,959",,"0,024",
5457,HU,2006,RA600,KTOE,,,,,,,"0,0"
5458,HU,2006,TOTAL,KTOE,,,,,"11261,108",,
5459,HU,2006,W6210,KTOE,,,,"0,0",,"12,157",
5460,HU,2007,R5110-5150_W6000RI,KTOE,,,,"1244,124",,"17,34",
5461,HU,2007,R5160,KTOE,,,,"0,0",,,
5462,HU,2007,R5292,KTOE,,,,"0,0",,,
5463,HU,2007,R5292P,KTOE,,,,,,"0,0",
5464,HU,2007,R5292S,KTOE,,,,,,,
5465,HU,2007,R5292SB,KTOE,,,,,,,
5466,HU,2007,R5292SP,KTOE,,,,,,,
5467,HU,2007,R5293S,KTOE,,,,,,,
5468,HU,2007,R5293SB,KTOE,,,,,,,
5469,HU,2007,R5293SP,KTOE,,,,,,,
5470,HU,2007,R5300,KTOE,,,,"4,729",,"0,024",
5471,HU,2007,R5300B,KTOE,,,,"0,0",,"0,0",
5472,HU,2007,R5300B,PC,"0,0","0,0",,,,,
5473,HU,2007,R5300B,TJ_GCV,,,"0,0",,,,
5474,HU,2007,RA000,KTOE,,,,,"1366,007",,
5475,HU,2007,RA200,KTOE,,,,"80,706",,"4,681",
5476,HU,2007,RA410,KTOE,,,,"2,484",,"0,024",
5477,HU,2007,RA600,KTOE,,,,,,,"0,0"
5478,HU,2007,TOTAL,KTOE,,,,,"10085,929",,
5479,HU,2007,W6210,KTOE,,,,"0,0",,"11,895",
5480,HU,2008,R5110-5150_W6000RI,KTOE,,,,"1047,4589999999998",,"20,636",
5481,HU,2008,R5160,KTOE,,,,"0,0",,,
5482,HU,2008,R5292,KTOE,,,,"0,0",,,
5483,HU,2008,R5292P,KTOE,,,,,,"0,0",
5484,HU,2008,R5292S,KTOE,,,,,,,
5485,HU,2008,R5292SB,KTOE,,,,,,,
5486,HU,2008,R5292SP,KTOE,,,,,,,
5487,HU,2008,R5293S,KTOE,,,,,,,
5488,HU,2008,R5293SB,KTOE,,,,,,,
5489,HU,2008,R5293SP,KTOE,,,,,,,
5490,HU,2008,R5300,KTOE,,,,"5,374",,"0,024",
5491,HU,2008,R5300B,KTOE,,,,"0,0",,"0,0",
5492,HU,2008,R5300B,PC,"0,0","0,0",,,,,
5493,HU,2008,R5300B,TJ_GCV,,,"0,0",,,,
5494,HU,2008,RA000,KTOE,,,,,"1185,464",,
5495,HU,2008,RA200,KTOE,,,,"90,523",,"4,801",
5496,HU,2008,RA410,KTOE,,,,"3,7739999999999996",,"0,024",
5497,HU,2008,RA600,KTOE,,,,,,,"0,0"
5498,HU,2008,TOTAL,KTOE,,,,,"9903,341999999999",,
5499,HU,2008,W6210,KTOE,,,,"0,0",,"12,85",
5500,HU,2009,R5110-5150_W6000RI,KTOE,,,,"1501,9589999999998",,"27,348000000000003",
5501,HU,2009,R5160,KTOE,,,,"0,0",,,
5502,HU,2009,R5292,KTOE,,,,"0,0",,,
5503,HU,2009,R5292P,KTOE,,,,,,"0,0",
5504,HU,2009,R5292S,KTOE,,,,,,,
5505,HU,2009,R5292SB,KTOE,,,,,,,
5506,HU,2009,R5292SP,KTOE,,,,,,,
5507,HU,2009,R5293S,KTOE,,,,,,,
5508,HU,2009,R5293SB,KTOE,,,,,,,
5509,HU,2009,R5293SP,KTOE,,,,,,,
5510,HU,2009,R5300,KTOE,,,,"7,332999999999999",,"0,5489999999999999",
5511,HU,2009,R5300B,KTOE,,,,"0,0",,"0,0",
5512,HU,2009,R5300B,PC,"0,0","0,0",,,,,
5513,HU,2009,R5300B,TJ_GCV,,,"0,0",,,,
5514,HU,2009,RA000,KTOE,,,,,"1650,33",,
5515,HU,2009,RA200,KTOE,,,,"91,0",,"4,992",
5516,HU,2009,RA410,KTOE,,,,"4,49",,"0,048",
5517,HU,2009,RA600,KTOE,,,,,,,"0,0"
5518,HU,2009,TOTAL,KTOE,,,,,"9697,22",,
5519,HU,2009,W6210,KTOE,,,,"0,0",,"12,610999999999999",
5520,HU,2010,R5110-5150_W6000RI,KTOE,,,,"1695,352",,"56,43899999999999",
5521,HU,2010,R5160,KTOE,,,,"0,0",,,
5522,HU,2010,R5292,KTOE,,,,"0,0",,,
5523,HU,2010,R5292P,KTOE,,,,,,"0,0",
5524,HU,2010,R5292S,KTOE,,,,,,,
5525,HU,2010,R5292SB,KTOE,,,,,,,
5526,HU,2010,R5292SP,KTOE,,,,,,,
5527,HU,2010,R5293S,KTOE,,,,,,,
5528,HU,2010,R5293SB,KTOE,,,,,,,
5529,HU,2010,R5293SP,KTOE,,,,,,,
5530,HU,2010,R5300,KTOE,,,,"6,329",,"2,89",
5531,HU,2010,R5300B,KTOE,,,,"0,0",,"0,0",
5532,HU,2010,R5300B,PC,"0,0","0,0",,,,,
5533,HU,2010,R5300B,TJ_GCV,,,"0,0",,,,
5534,HU,2010,RA000,KTOE,,,,,"1877,5910000000001",,
5535,HU,2010,RA200,KTOE,,,,"92,792",,"5,565",
5536,HU,2010,RA410,KTOE,,,,"5,255",,"0,11900000000000001",
5537,HU,2010,RA600,KTOE,,,,,,,"0,0"
5538,HU,2010,TOTAL,KTOE,,,,,"10386,456",,
