,geo,year,siec,unit,BIOG_G_ADJSHR,BIOG_G_SHR,BIOG_G_TRA,FC_IND_OTH_E,GFC_HEAT_CL_E,GHP_RED,PPRD_RED
5539,HU,2010,W6210,KTOE,,,,"0,0",,"12,85",
5540,HU,2011,R5110-5150_W6000RI,KTOE,,,,"1944,421",,"62,218999999999994",
5541,HU,2011,R5160,KTOE,,,,"0,0",,,
5542,HU,2011,R5292,KTOE,,,,"0,0",,,
5543,HU,2011,R5292P,KTOE,,,,,,"0,0",
5544,HU,2011,R5292S,KTOE,,,,"0,0",,,
5545,HU,2011,R5292SB,KTOE,,,,,,"0,0",
5546,HU,2011,R5292SP,KTOE,,,,,,"0,0",
5547,HU,2011,R5293S,KTOE,,,,"0,0",,,
5548,HU,2011,R5293SB,KTOE,,,,,,"0,0",
5549,HU,2011,R5293SP,KTOE,,,,,,"0,0",
5550,HU,2011,R5300,KTOE,,,,"5,492999999999999",,"6,329",
5551,HU,2011,R5300B,KTOE,,,,"0,0",,"0,0",
5552,HU,2011,R5300B,PC,"0,0","0,0",,,,,
5553,HU,2011,R5300B,TJ_GCV,,,"0,0",,,,
5554,HU,2011,RA000,KTOE,,,,,"2137,862",,
5555,HU,2011,RA200,KTOE,,,,"97,449",,"6,473",
5556,HU,2011,RA410,KTOE,,,,"6,497000000000001",,"0,11900000000000001",
5557,HU,2011,RA600,KTOE,,,,,,,"0,0"
5558,HU,2011,TOTAL,KTOE,,,,,"10666,471000000001",,
5559,HU,2011,W6210,KTOE,,,,"0,0",,"8,861",
5560,HU,2012,R5110-5150_W6000RI,KTOE,,,,"2085,435",,"58,923",
5561,HU,2012,R5160,KTOE,,,,"0,0",,,
5562,HU,2012,R5292,KTOE,,,,"0,8959999999999999",,,
5563,HU,2012,R5292P,KTOE,,,,,,"0,0",
5564,HU,2012,R5292S,KTOE,,,,"0,0",,,
5565,HU,2012,R5292SB,KTOE,,,,,,"0,0",
5566,HU,2012,R5292SP,KTOE,,,,,,"0,0",
5567,HU,2012,R5293S,KTOE,,,,"0,0",,,
5568,HU,2012,R5293SB,KTOE,,,,,,"0,0",
5569,HU,2012,R5293SP,KTOE,,,,,,"0,0",
5570,HU,2012,R5300,KTOE,,,,"7,524",,"1,266",
5571,HU,2012,R5300B,KTOE,,,,"0,0",,"0,0",
5572,HU,2012,R5300B,PC,"0,0","0,0",,,,,
5573,HU,2012,R5300B,TJ_GCV,,,"0,0",,,,
5574,HU,2012,RA000,KTOE,,,,,"2277,9320000000002",,
5575,HU,2012,RA200,KTOE,,,,"97,234",,"9,434",
5576,HU,2012,RA410,KTOE,,,,"8,407",,"0,11900000000000001",
5577,HU,2012,RA600,KTOE,,,,,,,"2,209"
5578,HU,2012,TOTAL,KTOE,,,,,"9770,911",,
5579,HU,2012,W6210,KTOE,,,,"0,0",,"7,38",
5580,HU,2013,R5110-5150_W6000RI,KTOE,,,,"2168,9120000000003",,"91,59700000000001",
5581,HU,2013,R5160,KTOE,,,,"0,0",,,
5582,HU,2013,R5292,KTOE,,,,"0,0",,,
5583,HU,2013,R5292P,KTOE,,,,,,"0,0",
5584,HU,2013,R5292S,KTOE,,,,"0,0",,,
5585,HU,2013,R5292SB,KTOE,,,,,,"0,0",
5586,HU,2013,R5292SP,KTOE,,,,,,"0,0",
5587,HU,2013,R5293S,KTOE,,,,"0,0",,,
5588,HU,2013,R5293SB,KTOE,,,,,,"0,0",
5589,HU,2013,R5293SP,KTOE,,,,,,"0,0",
5590,HU,2013,R5300,KTOE,,,,"13,519",,"2,173",
5591,HU,2013,R5300B,KTOE,,,,"0,0",,"0,0",
5592,HU,2013,R5300B,PC,"0,0","0,0",,,,,
5593,HU,2013,R5300B,TJ_GCV,,,"0,0",,,,
5594,HU,2013,RA000,KTOE,,,,,"2406,72",,
5595,HU,2013,RA200,KTOE,,,,"98,094",,"13,71",
5596,HU,2013,RA410,KTOE,,,,"8,79",,"0,0",
5597,HU,2013,RA600,KTOE,,,,,,,"3,0469999999999997"
5598,HU,2013,TOTAL,KTOE,,,,,"10155,405",,
5599,HU,2013,W6210,KTOE,,,,"0,0",,"6,879",
5600,HU,2014,R5110-5150_W6000RI,KTOE,,,,"1797,1960000000001",,"82,736",
5601,HU,2014,R5160,KTOE,,,,"0,0",,,
5602,HU,2014,R5292,KTOE,,,,"0,0",,,
5603,HU,2014,R5292P,KTOE,,,,,,"0,0",
5604,HU,2014,R5292S,KTOE,,,,"0,0",,,
5605,HU,2014,R5292SB,KTOE,,,,,,"0,0",
5606,HU,2014,R5292SP,KTOE,,,,,,"0,0",
5607,HU,2014,R5293S,KTOE,,,,"0,0",,,
5608,HU,2014,R5293SB,KTOE,,,,,,"0,0",
5609,HU,2014,R5293SP,KTOE,,,,,,"0,0",
5610,HU,2014,R5300,KTOE,,,,"19,609",,"1,815",
5611,HU,2014,R5300B,KTOE,,,,"0,0",,"0,0",
5612,HU,2014,R5300B,PC,"0,0","0,0",,,,,
5613,HU,2014,R5300B,TJ_GCV,,,"0,0",,,,
5614,HU,2014,RA000,KTOE,,,,,"2010,664",,
5615,HU,2014,RA200,KTOE,,,,"58,516999999999996",,"27,849",
5616,HU,2014,RA410,KTOE,,,,"9,697000000000001",,"0,0",
5617,HU,2014,RA600,KTOE,,,,,,,"3,9760000000000004"
5618,HU,2014,TOTAL,KTOE,,,,,"9447,194",,
5619,HU,2014,W6210,KTOE,,,,"0,478",,"8,79",
5620,HU,2015,R5110-5150_W6000RI,KTOE,,,,"1920,799",,"105,76100000000001",
5621,HU,2015,R5160,KTOE,,,,"0,0",,,
5622,HU,2015,R5292,KTOE,,,,"0,0",,,
5623,HU,2015,R5292P,KTOE,,,,,,"0,0",
5624,HU,2015,R5292S,KTOE,,,,"0,0",,,
5625,HU,2015,R5292SB,KTOE,,,,,,"0,0",
5626,HU,2015,R5292SP,KTOE,,,,,,"0,0",
5627,HU,2015,R5293S,KTOE,,,,"0,0",,,
5628,HU,2015,R5293SB,KTOE,,,,,,"0,0",
5629,HU,2015,R5293SP,KTOE,,,,,,"0,0",
5630,HU,2015,R5300,KTOE,,,,"12,802",,"3,1289999999999996",
5631,HU,2015,R5300B,KTOE,,,,"0,0",,"0,0",
5632,HU,2015,R5300B,PC,"0,0","0,0",,,,,
5633,HU,2015,R5300B,TJ_GCV,,,"0,0",,,,
5634,HU,2015,RA000,KTOE,,,,,"2168,305",,
5635,HU,2015,RA200,KTOE,,,,"53,645",,"42,251999999999995",
5636,HU,2015,RA410,KTOE,,,,"10,7",,"0,0",
5637,HU,2015,RA600,KTOE,,,,,,,"4,553"
5638,HU,2015,TOTAL,KTOE,,,,,"10163,199",,
5639,HU,2015,W6210,KTOE,,,,"3,1289999999999996",,"11,536",
5640,HU,2016,R5110-5150_W6000RI,KTOE,,,,"1891,3010000000002",,"123,531",
5641,HU,2016,R5160,KTOE,,,,"0,0",,,
5642,HU,2016,R5292,KTOE,,,,"0,0",,,
5643,HU,2016,R5292P,KTOE,,,,,,"0,0",
5644,HU,2016,R5292S,KTOE,,,,"0,0",,,
5645,HU,2016,R5292SB,KTOE,,,,,,"0,0",
5646,HU,2016,R5292SP,KTOE,,,,,,"0,0",
5647,HU,2016,R5293S,KTOE,,,,"0,0",,,
5648,HU,2016,R5293SB,KTOE,,,,,,"0,0",
5649,HU,2016,R5293SP,KTOE,,,,,,"0,0",
5650,HU,2016,R5300,KTOE,,,,"13,304",,"3,9410000000000003",
5651,HU,2016,R5300B,KTOE,,,,"0,0",,"0,0",
5652,HU,2016,R5300B,PC,"0,0","0,0",,,,,
5653,HU,2016,R5300B,TJ_GCV,,,"0,0",,,,
5654,HU,2016,RA000,KTOE,,,,,"2178,678",,
5655,HU,2016,RA200,KTOE,,,,"50,635",,"64,488",
5656,HU,2016,RA410,KTOE,,,,"11,177999999999999",,"0,0",
5657,HU,2016,RA600,KTOE,,,,,,,"5,3"
5658,HU,2016,TOTAL,KTOE,,,,,"10361,527",,
5659,HU,2016,W6210,KTOE,,,,"2,938",,"12,062000000000001",
5660,HU,2017,R5110-5150_W6000RI,KTOE,,,,"1823,135",,"112,353",
5661,HU,2017,R5160,KTOE,,,,"0,0",,,
5662,HU,2017,R5292,KTOE,,,,"0,0",,,
5663,HU,2017,R5292P,KTOE,,,,,,"0,0",
5664,HU,2017,R5292S,KTOE,,,,"0,0",,,
5665,HU,2017,R5292SB,KTOE,,,,,,"0,0",
5666,HU,2017,R5292SP,KTOE,,,,,,"0,0",
5667,HU,2017,R5293S,KTOE,,,,"0,0",,,
5668,HU,2017,R5293SB,KTOE,,,,,,"0,0",
5669,HU,2017,R5293SP,KTOE,,,,,,"0,0",
5670,HU,2017,R5300,KTOE,,,,"18,152",,"1,791",
5671,HU,2017,R5300B,KTOE,,,,"2,87",,"0,434",
5672,HU,2017,R5300B,PC,"0,051","0,051",,,,,
5673,HU,2017,R5300B,TJ_GCV,,,"0,0",,,,
5674,HU,2017,RA000,KTOE,,,,,"2123,509",,
5675,HU,2017,RA200,KTOE,,,,"61,813",,"65,65899999999999",
5676,HU,2017,RA410,KTOE,,,,"11,775",,"0,0",
5677,HU,2017,RA600,KTOE,,,,,,,"6,537999999999999"
5678,HU,2017,TOTAL,KTOE,,,,,"10690,091",,
5679,HU,2017,W6210,KTOE,,,,"8,097000000000001",,"10,890999999999998",
5680,HU,2018,R5110-5150_W6000RI,KTOE,,,,"1580,396",,"97,855",
5681,HU,2018,R5160,KTOE,,,,"0,0",,,
5682,HU,2018,R5292,KTOE,,,,"0,0",,,
5683,HU,2018,R5292P,KTOE,,,,,,"0,0",
5684,HU,2018,R5292S,KTOE,,,,"0,0",,,
5685,HU,2018,R5292SB,KTOE,,,,,,"0,0",
5686,HU,2018,R5292SP,KTOE,,,,,,"0,0",
5687,HU,2018,R5293S,KTOE,,,,"0,0",,,
5688,HU,2018,R5293SB,KTOE,,,,,,"0,0",
5689,HU,2018,R5293SP,KTOE,,,,,,"0,0",
5690,HU,2018,R5300,KTOE,,,,"14,14",,"2,627",
5691,HU,2018,R5300B,KTOE,,,,"2,88",,"0,419",
5692,HU,2018,R5300B,PC,"0,052000000000000005","0,052000000000000005",,,,,
5693,HU,2018,R5300B,TJ_GCV,,,"0,0",,,,
5694,HU,2018,RA000,KTOE,,,,,"1865,461",,
5695,HU,2018,RA200,KTOE,,,,"63,485",,"60,667",
5696,HU,2018,RA410,KTOE,,,,"12,587",,"0,0",
5697,HU,2018,RA600,KTOE,,,,,,,"7,905"
5698,HU,2018,TOTAL,KTOE,,,,,"10297,855",,
5699,HU,2018,W6210,KTOE,,,,"10,175",,"12,324000000000002",
5700,IE,2004,R5110-5150_W6000RI,KTOE,,,,"138,793",,"0,0",
5701,IE,2004,R5160,KTOE,,,,"0,0",,,
5702,IE,2004,R5292,KTOE,,,,"0,0",,,
5703,IE,2004,R5292P,KTOE,,,,,,"0,0",
5704,IE,2004,R5292S,KTOE,,,,,,,
5705,IE,2004,R5292SB,KTOE,,,,,,,
5706,IE,2004,R5292SP,KTOE,,,,,,,
5707,IE,2004,R5293S,KTOE,,,,,,,
5708,IE,2004,R5293SB,KTOE,,,,,,,
5709,IE,2004,R5293SP,KTOE,,,,,,,
5710,IE,2004,R5300,KTOE,,,,"7,476",,"0,0",
5711,IE,2004,R5300B,KTOE,,,,"0,0",,"0,0",
5712,IE,2004,R5300B,PC,"0,0","0,0",,,,,
5713,IE,2004,R5300B,TJ_GCV,,,"0,0",,,,
5714,IE,2004,RA000,KTOE,,,,,"148,851",,
5715,IE,2004,RA200,KTOE,,,,"0,0",,"0,0",
5716,IE,2004,RA410,KTOE,,,,"0,287",,"0,0",
5717,IE,2004,RA600,KTOE,,,,,,,"2,296"
5718,IE,2004,TOTAL,KTOE,,,,,"5236,3240000000005",,
5719,IE,2004,W6210,KTOE,,,,"0,0",,"0,0",
5720,IE,2005,R5110-5150_W6000RI,KTOE,,,,"175,585",,"0,0",
5721,IE,2005,R5160,KTOE,,,,"0,0",,,
5722,IE,2005,R5292,KTOE,,,,"0,004",,,
5723,IE,2005,R5292P,KTOE,,,,,,"0,0",
5724,IE,2005,R5292S,KTOE,,,,,,,
5725,IE,2005,R5292SB,KTOE,,,,,,,
5726,IE,2005,R5292SP,KTOE,,,,,,,
5727,IE,2005,R5293S,KTOE,,,,,,,
5728,IE,2005,R5293SB,KTOE,,,,,,,
5729,IE,2005,R5293SP,KTOE,,,,,,,
5730,IE,2005,R5300,KTOE,,,,"6,921",,"0,0",
5731,IE,2005,R5300B,KTOE,,,,"0,0",,"0,0",
5732,IE,2005,R5300B,PC,"0,0","0,0",,,,,
5733,IE,2005,R5300B,TJ_GCV,,,"0,0",,,,
5734,IE,2005,RA000,KTOE,,,,,"187,209",,
5735,IE,2005,RA200,KTOE,,,,"0,0",,"0,0",
5736,IE,2005,RA410,KTOE,,,,"0,461",,"0,0",
5737,IE,2005,RA600,KTOE,,,,,,,"4,238"
5738,IE,2005,TOTAL,KTOE,,,,,"5438,08",,
5739,IE,2005,W6210,KTOE,,,,"0,0",,"0,0",
5740,IE,2006,R5110-5150_W6000RI,KTOE,,,,"180,58700000000002",,"0,0",
5741,IE,2006,R5160,KTOE,,,,"0,0",,,
5742,IE,2006,R5292,KTOE,,,,"0,0",,,
5743,IE,2006,R5292P,KTOE,,,,,,"0,0",
5744,IE,2006,R5292S,KTOE,,,,,,,
5745,IE,2006,R5292SB,KTOE,,,,,,,
5746,IE,2006,R5292SP,KTOE,,,,,,,
5747,IE,2006,R5293S,KTOE,,,,,,,
5748,IE,2006,R5293SB,KTOE,,,,,,,
5749,IE,2006,R5293SP,KTOE,,,,,,,
5750,IE,2006,R5300,KTOE,,,,"6,111000000000001",,"0,0",
5751,IE,2006,R5300B,KTOE,,,,"0,0",,"0,0",
5752,IE,2006,R5300B,PC,"0,0","0,0",,,,,
5753,IE,2006,R5300B,TJ_GCV,,,"0,0",,,,
5754,IE,2006,RA000,KTOE,,,,,"194,10299999999998",,
5755,IE,2006,RA200,KTOE,,,,"0,0",,"0,0",
5756,IE,2006,RA410,KTOE,,,,"0,65",,"0,0",
5757,IE,2006,RA600,KTOE,,,,,,,"6,754"
5758,IE,2006,TOTAL,KTOE,,,,,"5559,071",,
5759,IE,2006,W6210,KTOE,,,,"0,0",,"0,0",
5760,IE,2007,R5110-5150_W6000RI,KTOE,,,,"180,169",,"0,0",
5761,IE,2007,R5160,KTOE,,,,"0,0",,,
5762,IE,2007,R5292,KTOE,,,,"0,0",,,
5763,IE,2007,R5292P,KTOE,,,,,,"0,0",
5764,IE,2007,R5292S,KTOE,,,,,,,
5765,IE,2007,R5292SB,KTOE,,,,,,,
5766,IE,2007,R5292SP,KTOE,,,,,,,
5767,IE,2007,R5293S,KTOE,,,,,,,
5768,IE,2007,R5293SB,KTOE,,,,,,,
5769,IE,2007,R5293SP,KTOE,,,,,,,
5770,IE,2007,R5300,KTOE,,,,"5,185",,"0,0",
5771,IE,2007,R5300B,KTOE,,,,"0,0",,"0,0",
5772,IE,2007,R5300B,PC,"0,0","0,0",,,,,
5773,IE,2007,R5300B,TJ_GCV,,,"0,0",,,,
5774,IE,2007,RA000,KTOE,,,,,"196,62",,
5775,IE,2007,RA200,KTOE,,,,"0,0",,"0,0",
5776,IE,2007,RA410,KTOE,,,,"1,425",,"0,0",
5777,IE,2007,RA600,KTOE,,,,,,,"9,841000000000001"
5778,IE,2007,TOTAL,KTOE,,,,,"5226,613",,
5779,IE,2007,W6210,KTOE,,,,"0,0",,"0,0",
5780,IE,2008,R5110-5150_W6000RI,KTOE,,,,"169,524",,"0,0",
5781,IE,2008,R5160,KTOE,,,,"0,0",,,
5782,IE,2008,R5292,KTOE,,,,"0,0",,,
5783,IE,2008,R5292P,KTOE,,,,,,"0,0",
5784,IE,2008,R5292S,KTOE,,,,,,,
5785,IE,2008,R5292SB,KTOE,,,,,,,
5786,IE,2008,R5292SP,KTOE,,,,,,,
5787,IE,2008,R5293S,KTOE,,,,,,,
5788,IE,2008,R5293SB,KTOE,,,,,,,
5789,IE,2008,R5293SP,KTOE,,,,,,,
5790,IE,2008,R5300,KTOE,,,,"5,101",,"0,0",
5791,IE,2008,R5300B,KTOE,,,,"0,0",,"0,0",
5792,IE,2008,R5300B,PC,"0,0","0,0",,,,,
5793,IE,2008,R5300B,TJ_GCV,,,"0,0",,,,
5794,IE,2008,RA000,KTOE,,,,,"191,21099999999998",,
5795,IE,2008,RA200,KTOE,,,,"0,0",,"0,0",
5796,IE,2008,RA410,KTOE,,,,"3,245",,"0,0",
5797,IE,2008,RA600,KTOE,,,,,,,"13,341"
5798,IE,2008,TOTAL,KTOE,,,,,"5485,1990000000005",,
5799,IE,2008,W6210,KTOE,,,,"0,0",,"0,0",
5800,IE,2009,R5110-5150_W6000RI,KTOE,,,,"172,00599999999997",,"0,0",
5801,IE,2009,R5160,KTOE,,,,"0,0",,,
5802,IE,2009,R5292,KTOE,,,,"0,0",,,
5803,IE,2009,R5292P,KTOE,,,,,,"0,0",
5804,IE,2009,R5292S,KTOE,,,,,,,
5805,IE,2009,R5292SB,KTOE,,,,,,,
5806,IE,2009,R5292SP,KTOE,,,,,,,
5807,IE,2009,R5293S,KTOE,,,,,,,
5808,IE,2009,R5293SB,KTOE,,,,,,,
5809,IE,2009,R5293SP,KTOE,,,,,,,
5810,IE,2009,R5300,KTOE,,,,"7,865",,"0,0",
5811,IE,2009,R5300B,KTOE,,,,"0,0",,"0,0",
5812,IE,2009,R5300B,PC,"0,0","0,0",,,,,
5813,IE,2009,R5300B,TJ_GCV,,,"0,0",,,,
5814,IE,2009,RA000,KTOE,,,,,"204,843",,
5815,IE,2009,RA200,KTOE,,,,"0,0",,"0,0",
5816,IE,2009,RA410,KTOE,,,,"5,395",,"0,0",
5817,IE,2009,RA600,KTOE,,,,,,,"14,470999999999998"
5818,IE,2009,TOTAL,KTOE,,,,,"4962,467000000001",,
5819,IE,2009,W6210,KTOE,,,,"5,106",,"0,0",
5820,IE,2010,R5110-5150_W6000RI,KTOE,,,,"180,321",,"0,0",
5821,IE,2010,R5160,KTOE,,,,"0,0",,,
5822,IE,2010,R5292,KTOE,,,,"0,0",,,
5823,IE,2010,R5292P,KTOE,,,,,,"0,0",
5824,IE,2010,R5292S,KTOE,,,,,,,
5825,IE,2010,R5292SB,KTOE,,,,,,,
5826,IE,2010,R5292SP,KTOE,,,,,,,
5827,IE,2010,R5293S,KTOE,,,,,,,
5828,IE,2010,R5293SB,KTOE,,,,,,,
5829,IE,2010,R5293SP,KTOE,,,,,,,
5830,IE,2010,R5300,KTOE,,,,"8,377",,"0,0",
5831,IE,2010,R5300B,KTOE,,,,"0,0",,"0,0",
5832,IE,2010,R5300B,PC,"0,0","0,0",,,,,
5833,IE,2010,R5300B,TJ_GCV,,,"0,0",,,,
5834,IE,2010,RA000,KTOE,,,,,"218,266",,
5835,IE,2010,RA200,KTOE,,,,"0,0",,"0,0",
5836,IE,2010,RA410,KTOE,,,,"7,5",,"0,0",
5837,IE,2010,RA600,KTOE,,,,,,,"15,700999999999999"
5838,IE,2010,TOTAL,KTOE,,,,,"5066,924",,
5839,IE,2010,W6210,KTOE,,,,"6,3660000000000005",,"0,0",
5840,IE,2011,R5110-5150_W6000RI,KTOE,,,,"164,59099999999998",,"0,0",
5841,IE,2011,R5160,KTOE,,,,"0,0",,,
5842,IE,2011,R5292,KTOE,,,,"0,335",,,
5843,IE,2011,R5292P,KTOE,,,,,,"0,0",
5844,IE,2011,R5292S,KTOE,,,,"0,0",,,
5845,IE,2011,R5292SB,KTOE,,,,,,"0,0",
5846,IE,2011,R5292SP,KTOE,,,,,,"0,0",
5847,IE,2011,R5293S,KTOE,,,,"0,0",,,
5848,IE,2011,R5293SB,KTOE,,,,,,"0,0",
5849,IE,2011,R5293SP,KTOE,,,,,,"0,0",
5850,IE,2011,R5300,KTOE,,,,"9,455",,"0,0",
5851,IE,2011,R5300B,KTOE,,,,"0,0",,"0,0",
5852,IE,2011,R5300B,PC,"0,0","0,0",,,,,
5853,IE,2011,R5300B,TJ_GCV,,,"0,0",,,,
5854,IE,2011,RA000,KTOE,,,,,"210,601",,
5855,IE,2011,RA200,KTOE,,,,"0,0",,"0,0",
5856,IE,2011,RA410,KTOE,,,,"8,664",,"0,0",
5857,IE,2011,RA600,KTOE,,,,,,,"17,257"
5858,IE,2011,TOTAL,KTOE,,,,,"4459,253",,
5859,IE,2011,W6210,KTOE,,,,"10,635",,"0,0",
5860,IE,2012,R5110-5150_W6000RI,KTOE,,,,"157,273",,"0,0",
5861,IE,2012,R5160,KTOE,,,,"0,0",,,
5862,IE,2012,R5292,KTOE,,,,"0,312",,,
5863,IE,2012,R5292P,KTOE,,,,,,"0,0",
5864,IE,2012,R5292S,KTOE,,,,"0,0",,,
5865,IE,2012,R5292SB,KTOE,,,,,,"0,0",
5866,IE,2012,R5292SP,KTOE,,,,,,"0,0",
5867,IE,2012,R5293S,KTOE,,,,"0,0",,,
5868,IE,2012,R5293SB,KTOE,,,,,,"0,0",
5869,IE,2012,R5293SP,KTOE,,,,,,"0,0",
5870,IE,2012,R5300,KTOE,,,,"8,776",,"0,0",
5871,IE,2012,R5300B,KTOE,,,,"0,0",,"0,0",
5872,IE,2012,R5300B,PC,"0,0","0,0",,,,,
5873,IE,2012,R5300B,TJ_GCV,,,"0,0",,,,
5874,IE,2012,RA000,KTOE,,,,,"213,933",,
5875,IE,2012,RA200,KTOE,,,,"0,0",,"0,0",
5876,IE,2012,RA410,KTOE,,,,"9,37",,"0,0",
5877,IE,2012,RA600,KTOE,,,,,,,"18,752"
5878,IE,2012,TOTAL,KTOE,,,,,"4450,826",,
5879,IE,2012,W6210,KTOE,,,,"19,762",,"0,0",
5880,IE,2013,R5110-5150_W6000RI,KTOE,,,,"168,767",,"0,0",
5881,IE,2013,R5160,KTOE,,,,"0,0",,,
5882,IE,2013,R5292,KTOE,,,,"0,215",,,
5883,IE,2013,R5292P,KTOE,,,,,,"0,0",
5884,IE,2013,R5292S,KTOE,,,,"0,0",,,
5885,IE,2013,R5292SB,KTOE,,,,,,"0,0",
5886,IE,2013,R5292SP,KTOE,,,,,,"0,0",
5887,IE,2013,R5293S,KTOE,,,,"0,0",,,
5888,IE,2013,R5293SB,KTOE,,,,,,"0,0",
5889,IE,2013,R5293SP,KTOE,,,,,,"0,0",
5890,IE,2013,R5300,KTOE,,,,"7,091",,"0,0",
5891,IE,2013,R5300B,KTOE,,,,"0,0",,"0,0",
5892,IE,2013,R5300B,PC,"0,0","0,0",,,,,
5893,IE,2013,R5300B,TJ_GCV,,,"0,0",,,,
5894,IE,2013,RA000,KTOE,,,,,"229,09400000000002",,
5895,IE,2013,RA200,KTOE,,,,"0,0",,"0,0",
5896,IE,2013,RA410,KTOE,,,,"10,103",,"0,0",
5897,IE,2013,RA600,KTOE,,,,,,,"20,367"
5898,IE,2013,TOTAL,KTOE,,,,,"4462,897",,
5899,IE,2013,W6210,KTOE,,,,"22,767",,"0,0",
5900,IE,2014,R5110-5150_W6000RI,KTOE,,,,"195,623",,"0,0",
5901,IE,2014,R5160,KTOE,,,,"0,0",,,
5902,IE,2014,R5292,KTOE,,,,"0,0",,,
5903,IE,2014,R5292P,KTOE,,,,,,"0,0",
5904,IE,2014,R5292S,KTOE,,,,"0,0",,,
5905,IE,2014,R5292SB,KTOE,,,,,,"0,0",
5906,IE,2014,R5292SP,KTOE,,,,,,"0,0",
5907,IE,2014,R5293S,KTOE,,,,"0,0",,,
5908,IE,2014,R5293SB,KTOE,,,,,,"0,0",
5909,IE,2014,R5293SP,KTOE,,,,,,"0,0",
5910,IE,2014,R5300,KTOE,,,,"8,15",,"0,0",
5911,IE,2014,R5300B,KTOE,,,,"0,0",,"0,0",
5912,IE,2014,R5300B,PC,"0,0","0,0",,,,,
5913,IE,2014,R5300B,TJ_GCV,,,"0,0",,,,
5914,IE,2014,RA000,KTOE,,,,,"263,461",,
5915,IE,2014,RA200,KTOE,,,,"0,0",,"0,0",
5916,IE,2014,RA410,KTOE,,,,"10,745999999999999",,"0,0",
5917,IE,2014,RA600,KTOE,,,,,,,"22,846999999999998"
5918,IE,2014,TOTAL,KTOE,,,,,"4234,505",,
5919,IE,2014,W6210,KTOE,,,,"26,095",,"0,0",
5920,IE,2015,R5110-5150_W6000RI,KTOE,,,,"193,13",,"0,0",
5921,IE,2015,R5160,KTOE,,,,"0,0",,,
5922,IE,2015,R5292,KTOE,,,,"0,0",,,
5923,IE,2015,R5292P,KTOE,,,,,,"0,0",
5924,IE,2015,R5292S,KTOE,,,,"0,0",,,
5925,IE,2015,R5292SB,KTOE,,,,,,"0,0",
5926,IE,2015,R5292SP,KTOE,,,,,,"0,0",
5927,IE,2015,R5293S,KTOE,,,,"0,0",,,
5928,IE,2015,R5293SB,KTOE,,,,,,"0,0",
5929,IE,2015,R5293SP,KTOE,,,,,,"0,0",
5930,IE,2015,R5300,KTOE,,,,"8,841000000000001",,"0,0",
5931,IE,2015,R5300B,KTOE,,,,"0,0",,"0,0",
5932,IE,2015,R5300B,PC,"0,0","0,0",,,,,
5933,IE,2015,R5300B,TJ_GCV,,,"0,0",,,,
5934,IE,2015,RA000,KTOE,,,,,"271,54200000000003",,
5935,IE,2015,RA200,KTOE,,,,"0,0",,"0,0",
5936,IE,2015,RA410,KTOE,,,,"11,43",,"0,0",
5937,IE,2015,RA600,KTOE,,,,,,,"27,006"
5938,IE,2015,TOTAL,KTOE,,,,,"4456,682",,
5939,IE,2015,W6210,KTOE,,,,"31,135",,"0,0",
5940,IE,2016,R5110-5150_W6000RI,KTOE,,,,"190,449",,"0,0",
5941,IE,2016,R5160,KTOE,,,,"0,0",,,
5942,IE,2016,R5292,KTOE,,,,"0,0",,,
5943,IE,2016,R5292P,KTOE,,,,,,"0,0",
5944,IE,2016,R5292S,KTOE,,,,"0,0",,,
5945,IE,2016,R5292SB,KTOE,,,,,,"0,0",
5946,IE,2016,R5292SP,KTOE,,,,,,"0,0",
5947,IE,2016,R5293S,KTOE,,,,"0,0",,,
5948,IE,2016,R5293SB,KTOE,,,,,,"0,0",
5949,IE,2016,R5293SP,KTOE,,,,,,"0,0",
5950,IE,2016,R5300,KTOE,,,,"9,307",,"0,0",
5951,IE,2016,R5300B,KTOE,,,,"0,0",,"0,0",
5952,IE,2016,R5300B,PC,"0,0","0,0",,,,,
5953,IE,2016,R5300B,TJ_GCV,,,"0,0",,,,
5954,IE,2016,RA000,KTOE,,,,,"282,10400000000004",,
5955,IE,2016,RA200,KTOE,,,,"0,0",,"0,0",
5956,IE,2016,RA410,KTOE,,,,"12,092",,"0,0",
5957,IE,2016,RA600,KTOE,,,,,,,"32,302"
5958,IE,2016,TOTAL,KTOE,,,,,"4483,029",,
5959,IE,2016,W6210,KTOE,,,,"37,954",,"0,0",
5960,IE,2017,R5110-5150_W6000RI,KTOE,,,,"196,87",,"0,0",
5961,IE,2017,R5160,KTOE,,,,"0,0",,,
5962,IE,2017,R5292,KTOE,,,,"0,0",,,
5963,IE,2017,R5292P,KTOE,,,,,,"0,0",
5964,IE,2017,R5292S,KTOE,,,,"0,0",,,
5965,IE,2017,R5292SB,KTOE,,,,,,"0,0",
5966,IE,2017,R5292SP,KTOE,,,,,,"0,0",
5967,IE,2017,R5293S,KTOE,,,,"0,0",,,
5968,IE,2017,R5293SB,KTOE,,,,,,"0,0",
5969,IE,2017,R5293SP,KTOE,,,,,,"0,0",
5970,IE,2017,R5300,KTOE,,,,"9,741",,"0,0",
5971,IE,2017,R5300B,KTOE,,,,"0,0",,"0,0",
5972,IE,2017,R5300B,PC,"0,0","0,0",,,,,
5973,IE,2017,R5300B,TJ_GCV,,,"0,0",,,,
5974,IE,2017,RA000,KTOE,,,,,"298,809",,
