geo,year,siec,fuel,unit,electricity_consumption,heat_consumption,transport_consumption,all_sectors_consumption
RO,2016,RA000,Renewables and biofuels,KTOE,"2188,0490111779877","3508,67","294,708","5991,427011177987"
RO,2016,TOTAL,Total,KTOE,"59578,02","13060,518999999998","5672,616999999998","78311,15599999999"
RO,2016,W6210,Renewable municipal waste,KTOE,"0,0","1,696",,"1,696"
RO,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"39,423387790197765","3512,105",,"3551,528387790198"
RO,2017,R5200,Liquid biofuels,KTOE,,,"297,203","297,203"
RO,2017,R5300,Biogases,KTOE,"5,732932072226998","10,062000000000001","0,0","15,794932072226999"
RO,2017,RA000,Renewables and biofuels,KTOE,"2182,0162510748064","3557,396","337,626","6077,038251074807"
RO,2017,TOTAL,Total,KTOE,"60471,431","13383,352","6051,401999999999","79906,185"
RO,2017,W6210,Renewable municipal waste,KTOE,"0,0","2,021",,"2,021"
RO,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"31,552966466036114","3424,244",,"3455,7969664660363"
RO,2018,R5200,Liquid biofuels,KTOE,,,"297,07","297,07"
RO,2018,R5300,Biogases,KTOE,"6,033447979363714","11,187000000000001","0,0","17,220447979363716"
RO,2018,RA000,Renewables and biofuels,KTOE,"2193,51263972485","3469,5170000000007","335,86300000000006","5998,8926397248515"
RO,2018,TOTAL,Total,KTOE,"61039,762","13641,548","6198,703","80880,01299999999"
RO,2018,W6210,Renewable municipal waste,KTOE,"0,0","2,0309999999999997",,"2,0309999999999997"
RS,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","802,5219999999998",,"802,5219999999998"
RS,2004,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2004,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2004,RA000,Renewables and biofuels,KTOE,"586,7132416165091","802,5219999999998","3,799","1393,034241616509"
RS,2004,TOTAL,Total,KTOE,"36912,34","5721,081","2097,22","44730,640999999996"
RS,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","802,5219999999998",,"802,5219999999998"
RS,2005,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2005,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2005,RA000,Renewables and biofuels,KTOE,"652,122098022356","802,5219999999998","3,91","1458,554098022356"
RS,2005,TOTAL,Total,KTOE,"33909,575","5156,71","2191,282","41257,566999999995"
RS,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","802,3549999999999",,"802,3549999999999"
RS,2006,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2006,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2006,RA000,Renewables and biofuels,KTOE,"711,4531384350818","802,355","4,069","1517,8771384350816"
RS,2006,TOTAL,Total,KTOE,"35056,296","5091,573","2367,765","42515,634000000005"
RS,2006,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","801,949",,"801,949"
RS,2007,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2007,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2007,RA000,Renewables and biofuels,KTOE,"765,6999140154771","803,3580000000002","4,904","1573,9619140154773"
RS,2007,TOTAL,Total,KTOE,"35890,358","6091,298000000002","1836,701","43818,357"
RS,2007,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","804,2419999999998",,"804,2419999999998"
RS,2008,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2008,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2008,RA000,Renewables and biofuels,KTOE,"820,5236457437661","810,691","5,358","1636,572645743766"
RS,2008,TOTAL,Total,KTOE,"36904,0","4845,79","1971,018","43720,808000000005"
RS,2008,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","1055,221",,"1055,221"
RS,2009,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2009,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2009,RA000,Renewables and biofuels,KTOE,"881,6713671539122","1060,094","10,71","1952,4753671539124"
RS,2009,TOTAL,Total,KTOE,"36294,262","3999,858","1811,766","42105,886000000006"
RS,2009,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","1026,607",,"1026,607"
RS,2010,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2010,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2010,RA000,Renewables and biofuels,KTOE,"899,6656921754083","1031,958","4,98","1936,6036921754085"
RS,2010,TOTAL,Total,KTOE,"37126,1","4448,87","1844,349","43419,319"
RS,2010,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","1022,07",,"1022,07"
RS,2011,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2011,R5300,Biogases,KTOE,"0,0","0,0","0,0","0,0"
RS,2011,RA000,Renewables and biofuels,KTOE,"893,3809974204644","1029,115","12,851","1935,3469974204645"
RS,2011,TOTAL,Total,KTOE,"37746,063","4879,905","1690,8429999999996","44316,811"
RS,2011,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","1024,577",,"1024,577"
RS,2012,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2012,R5300,Biogases,KTOE,"0,5159071367153912","0,0","0,0","0,5159071367153912"
RS,2012,RA000,Renewables and biofuels,KTOE,"896,2229578675838","1031,504","11,922","1939,6489578675837"
RS,2012,TOTAL,Total,KTOE,"36560,447","4445,182","1471,983","42477,612"
RS,2012,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1029,139",,"1029,1390859845226"
RS,2013,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2013,R5300,Biogases,KTOE,"1,7196904557179706","0,311","0,0","2,030690455717971"
RS,2013,RA000,Renewables and biofuels,KTOE,"882,4243336199482","1034,633","11,313","1928,3703336199483"
RS,2013,TOTAL,Total,KTOE,"36689,821","4114,656","1664,89","42469,367000000006"
RS,2013,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1031,575",,"1031,5750859845227"
RS,2014,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2014,R5300,Biogases,KTOE,"1,891659501289768","2,126","0,0","4,017659501289768"
RS,2014,RA000,Renewables and biofuels,KTOE,"911,3356835769561","1040,723","8,237","1960,295683576956"
RS,2014,TOTAL,Total,KTOE,"35009,369","3608,063","1753,329","40370,761"
RS,2014,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1033,964",,"1033,9640859845226"
RS,2015,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2015,R5300,Biogases,KTOE,"1,9776440240756663","2,436","0,0","4,4136440240756665"
RS,2015,RA000,Renewables and biofuels,KTOE,"911,87592433362","1044,664","8,442","1964,98192433362"
RS,2015,TOTAL,Total,KTOE,"36677,181","3879,272","1779,2679999999998","42335,72099999999"
RS,2015,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1037,809",,"1037,8090859845227"
RS,2016,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2016,R5300,Biogases,KTOE,"2,9234737747205504","2,317","0,0","5,2404737747205505"
RS,2016,RA000,Renewables and biofuels,KTOE,"919,7774720550301","1046,67","9,163","1975,6104720550302"
RS,2016,TOTAL,Total,KTOE,"36691,908","4173,517","1845,085","42710,51"
RS,2016,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1038,817",,"1038,8170859845227"
RS,2017,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2017,R5300,Biogases,KTOE,"6,464918314703353","7,7570000000000014","0,0","14,221918314703355"
RS,2017,RA000,Renewables and biofuels,KTOE,"873,4937231298366","1055,372","9,553","1938,4187231298367"
RS,2017,TOTAL,Total,KTOE,"37010,462","4239,161","1962,732","43212,354999999996"
RS,2017,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
RS,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"8,598452278589854e-05","1042,839",,"1042,8390859845226"
RS,2018,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
RS,2018,R5300,Biogases,KTOE,"8,746431642304385","7,822999999999999","0,0","16,569431642304384"
RS,2018,RA000,Renewables and biofuels,KTOE,"896,8000859845228","1057,544","9,72","1964,0640859845228"
RS,2018,TOTAL,Total,KTOE,"36394,389","4353,0329999999985","2036,785","42784,207"
RS,2018,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SE,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"568,4436801375753","6362,377",,"6930,820680137575"
SE,2004,R5200,Liquid biofuels,KTOE,,,"139,46","139,46"
SE,2004,R5300,Biogases,KTOE,"5,300773860705073","24,697","10,783","40,780773860705075"
SE,2004,RA000,Renewables and biofuels,KTOE,"6584,544711951849","7085,941","281,821","13952,30671195185"
SE,2004,TOTAL,Total,KTOE,"149579,0","15196,124","7423,066999999999","172198,19100000002"
SE,2004,W6210,Renewable municipal waste,KTOE,"42,36491831470335","172,709",,"215,07391831470335"
SE,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"588,8153912295788","6787,475",,"7376,290391229579"
SE,2005,R5200,Liquid biofuels,KTOE,,,"152,869","152,869"
SE,2005,R5300,Biogases,KTOE,"4,592691315563198","20,684","13,388","38,664691315563196"
SE,2005,RA000,Renewables and biofuels,KTOE,"6607,333619948408","7678,559","290,307","14576,19961994841"
SE,2005,TOTAL,Total,KTOE,"150971,87099999998","15133,375","7036,226","173141,47199999998"
SE,2005,W6210,Renewable municipal waste,KTOE,"45,02149613069648","204,858",,"249,87949613069648"
SE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"645,1563198624249","7093,58",,"7738,736319862424"
SE,2006,R5200,Liquid biofuels,KTOE,,,"214,065","214,065"
SE,2006,R5300,Biogases,KTOE,"3,9800515907136713","22,953000000000007","19,78","46,713051590713675"
SE,2006,RA000,Renewables and biofuels,KTOE,"6648,590627687016","8129,125","360,845","15138,560627687015"
SE,2006,TOTAL,Total,KTOE,"149322,825","15003,603","7151,636","171478,064"
SE,2006,W6210,Renewable municipal waste,KTOE,"48,803009458297524","206,506",,"255,3090094582975"
SE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"730,524505588994","7142,4",,"7872,924505588993"
SE,2007,R5200,Liquid biofuels,KTOE,,,"285,072","285,072"
SE,2007,R5300,Biogases,KTOE,"5,503009458297506","35,134","23,706","64,3430094582975"
SE,2007,RA000,Renewables and biofuels,KTOE,"6869,088736027516","8482,098","436,967","15788,153736027516"
SE,2007,TOTAL,Total,KTOE,"150135,447","15105,822","7279,988","172521,25699999998"
SE,2007,W6210,Renewable municipal waste,KTOE,"95,35683576956147","371,143",,"466,49983576956146"
SE,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"768,0134135855545","7022,427",,"7790,440413585554"
SE,2008,R5200,Liquid biofuels,KTOE,,,"343,916","343,916"
SE,2008,R5300,Biogases,KTOE,"2,6046431642304384","77,099","28,141","107,84464316423043"
SE,2008,RA000,Renewables and biofuels,KTOE,"6828,9928632846095","8498,418","477,67","15805,08086328461"
SE,2008,TOTAL,Total,KTOE,"147934,821","14756,276000000002","7158,732","169849,829"
SE,2008,W6210,Renewable municipal waste,KTOE,"109,08907996560617","424,835",,"533,9240799656061"
SE,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"868,6973344797937","7107,767",,"7976,464334479793"
SE,2009,R5200,Liquid biofuels,KTOE,,,"359,521","359,521"
SE,2009,R5300,Biogases,KTOE,"2,9234737747205504","81,542","35,785","120,25047377472055"
SE,2009,RA000,Renewables and biofuels,KTOE,"7077,187188306105","8750,232","506,85","16334,269188306105"
SE,2009,TOTAL,Total,KTOE,"141295,388","14276,571000000002","7038,649","162610,608"
SE,2009,W6210,Renewable municipal waste,KTOE,"90,15133276010317","449,365",,"539,5163327601032"
SE,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"882,201203783319","7826,527000000002",,"8708,728203783321"
SE,2010,R5200,Liquid biofuels,KTOE,,,"380,511","380,511"
SE,2010,R5300,Biogases,KTOE,"3,1298366294067064","83,31","49,332","135,77183662940672"
SE,2010,RA000,Renewables and biofuels,KTOE,"7217,751590713671","9510,532","540,817","17269,100590713668"
SE,2010,TOTAL,Total,KTOE,"150523,0","16087,44","7180,604","173791,044"
SE,2010,W6210,Renewable municipal waste,KTOE,"147,50644883920893","475,423",,"622,9294488392089"
SE,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"828,9767841788478","7433,744",,"8262,720784178848"
SE,2011,R5200,Liquid biofuels,KTOE,,,"391,753","391,753"
SE,2011,R5300,Biogases,KTOE,"2,8374892519346515","41,463","60,56800000000001","104,86848925193466"
SE,2011,RA000,Renewables and biofuels,KTOE,"7333,786328460877","9114,037","584,553","17032,376328460876"
SE,2011,TOTAL,Total,KTOE,"143050,0","15152,37","7093,424","165295,794"
SE,2011,W6210,Renewable municipal waste,KTOE,"159,93121238177127","464,531",,"624,4622123817712"
SE,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"903,439380911436","7920,512",,"8823,951380911436"
SE,2012,R5200,Liquid biofuels,KTOE,,,"451,4","451,4"
SE,2012,R5300,Biogases,KTOE,"1,7196904557179706","43,23100000000001","65,44800000000001","110,398690455718"
SE,2012,RA000,Renewables and biofuels,KTOE,"7548,822184006878","9701,731","645,597","17896,15018400688"
SE,2012,TOTAL,Total,KTOE,"146862,0","15462,303","6822,099","169146,402"
SE,2012,W6210,Renewable municipal waste,KTOE,"142,90627687016337","509,24300000000005",,"652,1492768701635"
SE,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"826,2252794496991","7625,704999999999",,"8451,930279449698"
SE,2013,R5200,Liquid biofuels,KTOE,,,"541,823","541,823"
SE,2013,R5300,Biogases,KTOE,"1,7196904557179706","49,274","56,371","107,36469045571798"
SE,2013,RA000,Renewables and biofuels,KTOE,"7592,6419604471175","9449,815","739,178","17781,634960447118"
SE,2013,TOTAL,Total,KTOE,"143029,293","14870,847","6735,276999999999","164635,41700000002"
SE,2013,W6210,Renewable municipal waste,KTOE,"146,3456577815993","538,621",,"684,9666577815992"
SE,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"774,4625967325882","7463,743",,"8238,205596732589"
SE,2014,R5200,Liquid biofuels,KTOE,,,"703,382","703,382"
SE,2014,R5300,Biogases,KTOE,"1,2037833190025795","50,11","67,635","118,94878331900259"
SE,2014,RA000,Renewables and biofuels,KTOE,"7497,159071367155","9313,82","905,431","17716,410071367154"
SE,2014,TOTAL,Total,KTOE,"137931,541","14426,443","6741,558000000001","159099,542"
SE,2014,W6210,Renewable municipal waste,KTOE,"139,81083404987103","576,263",,"716,073834049871"
SE,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"771,8830610490112","7688,950999999999",,"8460,83406104901"
SE,2015,R5200,Liquid biofuels,KTOE,,,"834,049","834,049"
SE,2015,R5300,Biogases,KTOE,"0,945829750644884","51,351","76,396","128,69282975064488"
SE,2015,RA000,Renewables and biofuels,KTOE,"7878,107308684438","9604,267","1048,2","18530,574308684438"
SE,2015,TOTAL,Total,KTOE,"139384,735","14688,233","6951,559","161024,527"
SE,2015,W6210,Renewable municipal waste,KTOE,"150,38693035253655","632,918",,"783,3049303525365"
SE,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"838,2631126397248","7852,441000000001",,"8690,704112639725"
SE,2016,R5200,Liquid biofuels,KTOE,,,"1017,8","1017,8"
SE,2016,R5300,Biogases,KTOE,"0,952536543422184","56,581999999999994","86,52","144,05453654342216"
SE,2016,RA000,Renewables and biofuels,KTOE,"8040,683061049011","9874,679","1249,12","19164,48206104901"
SE,2016,TOTAL,Total,KTOE,"144156,283","15069,432","6865,983","166091,698"
SE,2016,W6210,Renewable municipal waste,KTOE,"144,53998280309546","566,089",,"710,6289828030955"
SE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"881,3413585554599","7792,443",,"8673,78435855546"
SE,2017,R5200,Liquid biofuels,KTOE,,,"1274,622","1274,622"
SE,2017,R5300,Biogases,KTOE,"0,945829750644884","45,811","101,092","147,84882975064488"
SE,2017,RA000,Renewables and biofuels,KTOE,"8226,163026655202","9813,101","1515,659","19554,923026655204"
SE,2017,TOTAL,Total,KTOE,"145156,0","14902,318","7045,238","167103,556"
SE,2017,W6210,Renewable municipal waste,KTOE,"152,8804815133276","584,384",,"737,2644815133276"
SE,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"876,6122098022355","7584,193",,"8460,805209802236"
SE,2018,R5200,Liquid biofuels,KTOE,,,"1389,0410000000004","1389,0410000000004"
SE,2018,R5300,Biogases,KTOE,"0,8598452278589853","36,71","110,702","148,271845227859"
SE,2018,RA000,Renewables and biofuels,KTOE,"8318,51083404987","9634,305","1643,259","19596,07483404987"
SE,2018,TOTAL,Total,KTOE,"146077,0","14736,235","6856,731","167669,966"
SE,2018,W6210,Renewable municipal waste,KTOE,"142,39036973344798","551,232",,"693,622369733448"
SI,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"7,7781599312123815","438,163",,"445,9411599312124"
SI,2004,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
SI,2004,R5300,Biogases,KTOE,"2,6065348237317285","1,5519999999999998","0,0","4,158534823731729"
SI,2004,RA000,Renewables and biofuels,KTOE,"365,31917454858126","439,715","4,782","809,8161745485812"
SI,2004,TOTAL,Total,KTOE,"14515,0","2394,778","1354,567","18264,344999999998"
SI,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"7,012467755803955","447,526",,"454,538467755804"
SI,2005,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
SI,2005,R5300,Biogases,KTOE,"2,765950128976784","1,457","0,0","4,222950128976784"
SI,2005,RA000,Renewables and biofuels,KTOE,"364,44969905417025","448,983","4,9830000000000005","818,4156990541702"
SI,2005,TOTAL,Total,KTOE,"14792,0","2373,783","1442,553","18608,336"
SI,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"6,494754944110058","427,391",,"433,8857549441101"
SI,2006,R5200,Liquid biofuels,KTOE,,,"4,08","4,08"
SI,2006,R5300,Biogases,KTOE,"2,9854686156491828","2,0300000000000002","0,0","5,0154686156491834"
SI,2006,RA000,Renewables and biofuels,KTOE,"367,9731728288908","429,421","9,063","806,4571728288907"
SI,2006,TOTAL,Total,KTOE,"15159,0","2318,166","1522,634","18999,800000000003"
SI,2006,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"5,588478073946689","413,801",,"419,3894780739467"
SI,2007,R5200,Liquid biofuels,KTOE,,,"13,769","13,769"
SI,2007,R5300,Biogases,KTOE,"4,1410146173688736","3,177","0,0","7,318014617368874"
SI,2007,RA000,Renewables and biofuels,KTOE,"363,70963026655204","416,977","18,573","799,259630266552"
SI,2007,TOTAL,Total,KTOE,"15272,0","2045,027","1726,175","19043,202"
SI,2007,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"19,983490971625105","409,525",,"429,50849097162506"
SI,2008,R5200,Liquid biofuels,KTOE,,,"24,568","24,568"
SI,2008,R5300,Biogases,KTOE,"4,807136715391229","3,893","0,0","8,700136715391228"
SI,2008,RA000,Renewables and biofuels,KTOE,"381,2925193465176","413,418","29,325","824,0355193465177"
SI,2008,TOTAL,Total,KTOE,"14800,0","2149,615","2032,846","18982,461"
SI,2008,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"10,28701633705933","578,509",,"588,7960163370593"
SI,2009,R5200,Liquid biofuels,KTOE,,,"29,687","29,687"
SI,2009,R5300,Biogases,KTOE,"5,90146173688736","4,634","0,0","10,53546173688736"
SI,2009,RA000,Renewables and biofuels,KTOE,"387,30481513327595","597,091","33,402","1017,797815133276"
SI,2009,TOTAL,Total,KTOE,"13344,0","2166,166","1712,036","17222,202"
SI,2009,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"10,277558039552881","594,034",,"604,3115580395529"
SI,2010,R5200,Liquid biofuels,KTOE,,,"44,606","44,606"
SI,2010,R5300,Biogases,KTOE,"8,370507308684438","7,19","0,0","15,56050730868444"
SI,2010,RA000,Renewables and biofuels,KTOE,"391,36680997420456","635,664","49,063","1076,0938099742048"
SI,2010,TOTAL,Total,KTOE,"14135,282","2258,589","1770,526","18164,397"
SI,2010,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"10,759845227858985","589,686",,"600,445845227859"
SI,2011,R5200,Liquid biofuels,KTOE,,,"34,991","34,991"
SI,2011,R5300,Biogases,KTOE,"10,886930352536542","7,906","0,0","18,79293035253654"
SI,2011,RA000,Renewables and biofuels,KTOE,"388,20223559759245","634,924","39,751","1062,8772355975925"
SI,2011,TOTAL,Total,KTOE,"14542,944","2096,343","1874,138","18513,425"
SI,2011,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"9,817970765262253","565,4199999999998",,"575,237970765262"
SI,2012,R5200,Liquid biofuels,KTOE,,,"50,971","50,971"
SI,2012,R5300,Biogases,KTOE,"13,164832330180568","11,727","0,0","24,89183233018057"
SI,2012,RA000,Renewables and biofuels,KTOE,"394,6406706792776","616,987","55,374","1067,0016706792776"
SI,2012,TOTAL,Total,KTOE,"14509,302","1961,364","1890,715","18361,381"
SI,2012,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"10,215821152192605","591,5259999999998",,"601,7418211521924"
SI,2013,R5200,Liquid biofuels,KTOE,,,"57,987","57,987"
SI,2013,R5300,Biogases,KTOE,"12,119346517626823","11,083","0,0","23,20234651762682"
SI,2013,RA000,Renewables and biofuels,KTOE,"413,0406706792777","647,2719999999998","62,098","1122,4106706792775"
SI,2013,TOTAL,Total,KTOE,"14519,026000000002","1937,946","1796,651","18253,623000000003"
SI,2013,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"10,731642304385211","510,127",,"520,8586423043852"
SI,2014,R5200,Liquid biofuels,KTOE,,,"42,371","42,371"
SI,2014,R5300,Biogases,KTOE,"11,156319862424763","10,509","0,0","21,665319862424763"
SI,2014,RA000,Renewables and biofuels,KTOE,"420,8554600171969","567,378","46,07","1034,3034600171968"
SI,2014,TOTAL,Total,KTOE,"14419,535","1749,97","1782,569","17952,074"
SI,2014,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"11,288306104901116","564,847",,"576,1353061049011"
SI,2015,R5200,Liquid biofuels,KTOE,,,"29,073","29,073"
SI,2015,R5300,Biogases,KTOE,"11,37592433361995","9,148","0,0","20,523924333619952"
SI,2015,RA000,Renewables and biofuels,KTOE,"415,59810834049875","623,34","33,397","1072,3351083404987"
SI,2015,TOTAL,Total,KTOE,"14768,928999999998","1837,133","1759,349","18365,410999999996"
SI,2015,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"11,743680137575236","584,718",,"596,4616801375752"
SI,2016,R5200,Liquid biofuels,KTOE,,,"18,192","18,192"
SI,2016,R5300,Biogases,KTOE,"12,221496130696474","8,24","0,0","20,461496130696474"
SI,2016,RA000,Renewables and biofuels,KTOE,"414,78039552880483","648,0840000000002","23,037","1085,901395528805"
SI,2016,TOTAL,Total,KTOE,"15045,143999999998","1905,073","1868,808","18819,024999999998"
SI,2016,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"13,313155631986243","561,831",,"575,1441556319862"
SI,2017,R5200,Liquid biofuels,KTOE,,,"24,113000000000003","24,113000000000003"
SI,2017,R5300,Biogases,KTOE,"11,18744625967326","6,5169999999999995","0,0","17,70444625967326"
SI,2017,RA000,Renewables and biofuels,KTOE,"433,2366294067068","627,5509999999998","30,659","1091,4466294067067"
SI,2017,TOTAL,Total,KTOE,"15537,99","1887,655","1920,095","19345,74"
SI,2017,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SI,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"12,564832330180566","521,623",,"534,1878323301806"
SI,2018,R5200,Liquid biofuels,KTOE,,,"72,0","72,0"
SI,2018,R5300,Biogases,KTOE,"10,219002579535683","6,736000000000001","0,0","16,955002579535684"
SI,2018,RA000,Renewables and biofuels,KTOE,"434,67592433361995","588,186","78,426","1101,28792433362"
SI,2018,TOTAL,Total,KTOE,"15639,901000000002","1860,978","1951,127","19452,006"
SI,2018,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
SK,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,2579535683576956","337,298",,"337,5559535683577"
SK,2004,R5200,Liquid biofuels,KTOE,,,"1,0","1,0"
SK,2004,R5300,Biogases,KTOE,"0,17196904557179707","4,92","0,0","5,091969045571797"
SK,2004,RA000,Renewables and biofuels,KTOE,"378,7584694754943","349,647","10,661","739,0664694754943"
SK,2004,TOTAL,Total,KTOE,"28598,0","6906,775","1553,149","37057,924"
SK,2004,W6210,Renewable municipal waste,KTOE,"1,289767841788478","2,7710000000000004",,"4,060767841788478"
SK,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,34393809114359414","353,492",,"353,8359380911436"
SK,2005,R5200,Liquid biofuels,KTOE,,,"11,17","11,17"
SK,2005,R5300,Biogases,KTOE,"0,42992261392949266","4,155","0,0","4,584922613929493"
SK,2005,RA000,Renewables and biofuels,KTOE,"380,00653482373167","366,42800000000005","18,975","765,4095348237317"
SK,2005,TOTAL,Total,KTOE,"28087,0","7283,34","1741,779","37112,119"
